Fix ID,Type,Type name,Tier,Fix category,Page URL,Page,Page ID,Section title,Draft section ID,Component kind,Config shape,Source,Current tags,What is wrong,Recommended fix,Status,Assigned to,Date fixed,User Relevance,User Notes,Notes
QA2-146,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),2179719,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-147,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,Local Actions Table,2179736,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-148,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),1544792,Card,v1,LHMP_IA,B2-b,"component holds a 26-column snapshot of LHMP_IA, which now has 48",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-149,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Measures Inventory,1544832,Spreadsheet,v1,Mitigation_Measures,C4-a,"component holds a 54-column snapshot of Mitigation_Measures, which now has 53",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Snapshot is AHEAD of the source: it carries a column the source has since dropped.
QA2-150,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),1544839,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-151,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Local Actions Table,2179231,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-152,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544916,Card,v1,LHMP_IA,B2-b,"component holds a 26-column snapshot of LHMP_IA, which now has 48",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-153,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Measures Inventory,1544956,Spreadsheet,v1,Mitigation_Measures,C4-a,"component holds a 54-column snapshot of Mitigation_Measures, which now has 53",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Snapshot is AHEAD of the source: it carries a column the source has since dropped.
QA2-154,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),2179720,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-155,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Local Actions Table,2179737,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-156,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682912,Card,v1,LHMP_IA,B2-b,"component holds a 26-column snapshot of LHMP_IA, which now has 48",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-157,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Measures Inventory,1682989,Spreadsheet,v1,Mitigation_Measures,C4-a,"component holds a 54-column snapshot of Mitigation_Measures, which now has 53",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Snapshot is AHEAD of the source: it carries a column the source has since dropped.
QA2-158,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),2179634,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-159,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Local Actions Table,2179733,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-160,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545040,Card,v1,LHMP_IA,B2-b,"component holds a 26-column snapshot of LHMP_IA, which now has 48",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-161,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,Measures Inventory,1545080,Spreadsheet,v1,Mitigation_Measures,C4-a,"component holds a 54-column snapshot of Mitigation_Measures, which now has 53",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Snapshot is AHEAD of the source: it carries a column the source has since dropped.
QA2-162,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),2179722,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-163,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,Local Actions Table,2179738,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-164,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2179716,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-165,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,Local Actions Table,2179739,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-166,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,Measures Inventory,1602206,Spreadsheet,v1,Mitigation_Measures,C4-a,"component holds a 54-column snapshot of Mitigation_Measures, which now has 53",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Snapshot is AHEAD of the source: it carries a column the source has since dropped.
QA2-167,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),2179723,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-168,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,Local Actions Table,2179740,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-169,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),2179725,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-170,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,Local Actions Table,2179741,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-171,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),2179726,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-172,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,Local Actions Table,2179742,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-173,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),2179727,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-174,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,Local Actions Table,2179743,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-175,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,1545899,Total Events and Losses in $: Declared Disasters and Non-Declared Events,1545851,Card,v1,LHMP_IA,,"component holds a 26-column snapshot of LHMP_IA, which now has 48",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-176,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,1545899,(untitled),2179729,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-177,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,1545899,Local Actions Table,2179744,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-178,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,1546087,(untitled),2179730,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-179,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,1546087,Local Actions Table,2179745,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-180,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,(untitled),2179731,Card,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-181,3,Source snapshot out of date,1,Component setting,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,Local Actions Table,2179746,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b","component holds a 147-column snapshot of Actions_Revised, which now has 160",Open the component and save it - the save re-binds the snapshot to the current source generation.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",
QA2-182,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Local Capabilities Table,1426467,Spreadsheet,v2,Capabilities_Catalogue,"C1-a,C2-a","display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Relevant,Fixed,
QA2-183,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Local Capabilities Table,1426493,Spreadsheet,v1,Capabilities_Catalogue,C1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Relevant,Fixed,
QA2-184,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Local Capabilities Table,1426515,Spreadsheet,v1,Capabilities_Catalogue,C1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Relevant,Fixed,
QA2-185,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Local Financial Capabilities,1426552,Spreadsheet,v1,Capabilities_Catalogue,C1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Relevant,Fixed,
QA2-186,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled),1348542,Header: MNY Data,v1,Jurisdictions,,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-187,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled),1509612,Spreadsheet,v2,Participation,A1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-188,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Infrastructure,1450927,Card,v1,LHMP_IA,H2,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Relevant,Fixed,
QA2-189,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Completed Actions Table,2407717,Spreadsheet,v2,Actions_Revised,"H2,E2-b","display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,Table configured correctly. The jurisdiction does not have any Completed Actions in the database to fill it out so it presents as a blank table.,
QA2-190,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,United States Department of Agriculture Crop Loss in the County,1421141,Spreadsheet,v1,USDA Crop Loss Enhanced,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,Table configured correctly. The disaster so it presents as a blank table.,
QA2-191,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2176931,Card,v2,Hazards_of_Concern,,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-192,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2176946,Card,v2,AVAIL - Fusion Events V2,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-193,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2176953,Graph,v2,AVAIL - Fusion Events V2,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-194,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2176961,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-195,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2176990,Spreadsheet,v2,Capabilities_Catalogue,C1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-196,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),1676739,Card,v2,Hazards_of_Concern,,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-197,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),1544210,Card,v2,AVAIL - Fusion Events V2,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-198,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),1544225,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-199,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),2383864,Spreadsheet,v2,Capabilities_Catalogue,C1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-200,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,1545217,(untitled),1898195,Card,v2,Hazards_of_Concern,,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-201,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,1545217,(untitled),2383891,Spreadsheet,v2,Capabilities_Catalogue,C1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-202,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),1676741,Card,v2,Hazards_of_Concern,,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-203,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),1544551,Card,v2,AVAIL - Fusion Events V2,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-204,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),1544559,Graph,v2,AVAIL - Fusion Events V2,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-205,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),1544566,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-206,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),2384040,Spreadsheet,v2,Capabilities_Catalogue,C1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-207,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),1676743,Card,v2,Hazards_of_Concern,,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
QA2-208,4,Stores a row count of zero,2,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),2383866,Spreadsheet,v2,Capabilities_Catalogue,C1-a,"display.totalLength is 0 with no cached rows - a computed zero, not an absent count",Triage into genuinely-empty / filter-no-longer-matches / count-written-before-data. These look identical in config and have opposite fixes.,Open,,,Irrelevant,"disregard for now, we will review this in a separate udpate",Untitled - likely an empty shell rather than a broken binding; see type 6.
