Logical key,Domain,Page,Page URL,Section title,Component kind,Hidden from view,Section ID (county_template),Link (county_template),Section ID (schenectady_draft_test),Link (schenectady_draft_test),Section ID (nassautest),Link (nassautest),trackingId,Source,Config shape,Data fetch mode,Tags,Geoid filters,Other filters,Meta freshness,County-authored,County-specific text type,Authored text status,Dataset text differs,Match tier,Deviation count,Deviations across patterns,Verdict,Status,Assigned to,Notes
auth_test_page#0|lexical,schenectady_draft_test,auth_test_page,/edit/auth_test_page,(untitled),lexical,no,,,2436893,https://schenectady_draft_test.devmny.org/edit/auth_test_page#2436893,,,989ef269-2824-499b-8c4d-4beb6bf2d19c,,,not set,,,,,FALSE,,present,,unmatched - one pattern only,,,not in every pattern,,,
eb0f3982-8c78-4df6-a7fe-ccb5fa3753b5|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Funding Sources Local context,lexical,no,1429237,https://county_template.devmny.org/edit/the_plan/strategies#1429237,2439281,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439281,2423389,https://nassautest.devmny.org/edit/the_plan/strategies#2423389,eb0f3982-8c78-4df6-a7fe-ccb5fa3753b5,,,not set,C1-a,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
3946d8a4-03a9-46fb-8141-56bf659d42a1|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Goals and Objectives,Card,no,1446615,https://county_template.devmny.org/edit/the_plan/strategies#1446615,2439280,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439280,2423374,https://nassautest.devmny.org/edit/the_plan/strategies#2423374,3946d8a4-03a9-46fb-8141-56bf659d42a1,LHMP_IA,v1,not set,C3-a,,top_nav_section=The Plan ; page=Strategies ; section=Goals and Objectives ; component_name=Goals and Objectives,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
3aba4215-4a01-438f-a305-14976b1a8f05|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Implementation and Integration,Card,no,1446867,https://county_template.devmny.org/edit/the_plan/strategies#1446867,2439236,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439236,2423371,https://nassautest.devmny.org/edit/the_plan/strategies#2423371,3aba4215-4a01-438f-a305-14976b1a8f05,LHMP_IA,v1,not set,"D3-a,E2-c,D3-c",,top_nav_section=The Plan ; page=Strategies ; section=Implementation and Integration ; component_name=Implementation and Integration,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
25b64919-df34-42f7-b63f-f84687399778|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Local Context,lexical,no,1446626,https://county_template.devmny.org/edit/the_plan/strategies#1446626,2445814,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2445814,2423394,https://nassautest.devmny.org/edit/the_plan/strategies#2423394,25b64919-df34-42f7-b63f-f84687399778,,,not set,,,,,TRUE,type 1 - authored county narrative,"template blank, duplicate filled",no,A - trackingId + page,0,,identical,,,
3fa450f6-ca18-4d97-8a99-d16b99680d73|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Local Context,lexical,no,1429229,https://county_template.devmny.org/edit/the_plan/strategies#1429229,2439294,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439294,2423321,https://nassautest.devmny.org/edit/the_plan/strategies#2423321,3fa450f6-ca18-4d97-8a99-d16b99680d73,,,not set,C4-a,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
1fbdb4c1-9ec2-4dbc-a24a-b6425966d62a|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Local Context,lexical,no,1429240,https://county_template.devmny.org/edit/the_plan/strategies#1429240,2439275,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439275,2423245,https://nassautest.devmny.org/edit/the_plan/strategies#2423245,1fbdb4c1-9ec2-4dbc-a24a-b6425966d62a,,,not set,"D3-a,D3-b,E2-a,E2-c,D3-c",,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
1f5cbb43-d738-4391-b34c-62264c87d1de|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Local Funding Capabilities,Spreadsheet,no,1426665,https://county_template.devmny.org/edit/the_plan/strategies#1426665,2439244,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439244,2423370,https://nassautest.devmny.org/edit/the_plan/strategies#2423370,1f5cbb43-d738-4391-b34c-62264c87d1de,Capabilities_Catalogue,DEVIATION,not set,C1-a,geoid_county[page:geoid]=36105,DEVIATION,DEVIATION,FALSE,,none,no,A - trackingId + page,3,non-geoid filter; snapshot generation; config shape,lag - propagate from template,,,
e877dd4a-cab2-4858-9ac8-be25703b1034|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Overview,Card,no,1446609,https://county_template.devmny.org/edit/the_plan/strategies#1446609,2439293,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439293,2423333,https://nassautest.devmny.org/edit/the_plan/strategies#2423333,e877dd4a-cab2-4858-9ac8-be25703b1034,LHMP_IA,v1,not set,,,top_nav_section=The Plan ; page=Strategies ; section=Overview ; component_name=Overview,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
8e054e0d-a8ad-4c86-aad3-597f95d7988c|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Plan for Displaced Residents,lexical,no,1657593,https://county_template.devmny.org/edit/the_plan/strategies#1657593,2439381,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439381,2423392,https://nassautest.devmny.org/edit/the_plan/strategies#2423392,8e054e0d-a8ad-4c86-aad3-597f95d7988c,,,not set,C1-a,,,,TRUE,type 1 - authored county narrative,"template blank, duplicate filled",no,A - trackingId + page,0,,identical,,,
d1c7c5b1-4b5f-4715-b848-92b18a522814|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Prioritization & Cost Evaluation,lexical,no,1429231,https://county_template.devmny.org/edit/the_plan/strategies#1429231,2445792,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2445792,2423342,https://nassautest.devmny.org/edit/the_plan/strategies#2423342,d1c7c5b1-4b5f-4715-b848-92b18a522814,,,not set,C5-a,,,,TRUE,type 1 - authored county narrative,"template blank, duplicate filled",no,A - trackingId + page,0,,identical,,,
eecfc287-1bc1-4392-88fd-40ef78e7690c|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Problem Area Identification,lexical,no,1685716,https://county_template.devmny.org/edit/the_plan/strategies#1685716,2445807,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2445807,2423446,https://nassautest.devmny.org/edit/the_plan/strategies#2423446,eecfc287-1bc1-4392-88fd-40ef78e7690c,,,not set,C5-a,,,,TRUE,type 1 - authored county narrative,"template blank, duplicate filled",no,A - trackingId + page,0,,identical,,,
7e452437-ea9c-42d2-8432-5f6c94475ac2|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Shelters,lexical,no,1657603,https://county_template.devmny.org/edit/the_plan/strategies#1657603,2439385,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439385,2423502,https://nassautest.devmny.org/edit/the_plan/strategies#2423502,7e452437-ea9c-42d2-8432-5f6c94475ac2,,,not set,C1-a,,,,TRUE,type 1 - authored county narrative,"template blank, duplicate filled",no,A - trackingId + page,0,,identical,,,
de6a132e-12d3-4e1e-9087-ac4a913b7681|the_plan/strategies,all,the_plan/strategies,/edit/the_plan/strategies,Temporary Housing and Relocation,lexical,no,1657595,https://county_template.devmny.org/edit/the_plan/strategies#1657595,2439367,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies#2439367,2423402,https://nassautest.devmny.org/edit/the_plan/strategies#2423402,de6a132e-12d3-4e1e-9087-ac4a913b7681,,,not set,C1-a,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
8543ff30-662e-4c8f-a201-aaea4ecc50f6|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,(untitled),lexical,no,1300443,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300443,2439215,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2439215,2423234,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2423234,8543ff30-662e-4c8f-a201-aaea4ecc50f6,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
1580b81d-c88e-4154-ab4e-19b715065d67|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,Displaced Residents,lexical,no,1300441,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300441,2439151,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2439151,2423277,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2423277,1580b81d-c88e-4154-ab4e-19b715065d67,,,not set,"F3,F4",,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
8e64c244-90ca-4ad6-8182-e35f6dcbbabc|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,Evacuation Procedures,lexical,no,1300449,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300449,2439216,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2439216,2423272,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2423272,8e64c244-90ca-4ad6-8182-e35f6dcbbabc,,,not set,F4,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
0f8dfd2f-2d60-494e-a07d-321b5b0f0211|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,Evacuation Routes,lexical,no,1300451,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300451,2441907,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2441907,2425719,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2425719,0f8dfd2f-2d60-494e-a07d-321b5b0f0211,,,not set,F4,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
8856b3f0-abd3-4b8a-a811-206204817ba5|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,Relocation Zone Map,lexical,no,1300447,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300447,2437071,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2437071,2425672,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2425672,8856b3f0-abd3-4b8a-a811-206204817ba5,,,not set,F3,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
a888c9f4-1f92-4ea5-b298-bc336a0b32a9|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,Response,lexical,no,1300439,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300439,2439189,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2439189,2423284,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2423284,a888c9f4-1f92-4ea5-b298-bc336a0b32a9,,,not set,,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
bb91e31e-f896-4a79-890d-aeffa35c2d4a|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,Shelter Table,lexical,no,1300455,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300455,2439248,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2439248,2423257,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2423257,bb91e31e-f896-4a79-890d-aeffa35c2d4a,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
02b5f6e6-33c1-44ef-b95d-aa949d62271b|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,Shelters,lexical,no,1300453,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300453,2439186,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2439186,2423270,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2423270,02b5f6e6-33c1-44ef-b95d-aa949d62271b,,,not set,F4,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
b1aa1347-acc2-4798-8615-7e89d82e4f7d|the_plan/strategies/capacity_to_implement/response,all,the_plan/strategies/capacity_to_implement/response,/edit/the_plan/strategies/capacity_to_implement/response,Temporary Housing and Relocation,lexical,no,1300445,https://county_template.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#1300445,2439198,https://schenectady_draft_test.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2439198,2423310,https://nassautest.devmny.org/edit/the_plan/strategies/capacity_to_implement/response#2423310,b1aa1347-acc2-4798-8615-7e89d82e4f7d,,,not set,F3,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
7fef6e2b-2beb-49ec-8a19-43b12403588f|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,yes,2005373,https://county_template.devmny.org/edit/the_risk#2005373,2439497,https://schenectady_draft_test.devmny.org/edit/the_risk#2439497,2423659,https://nassautest.devmny.org/edit/the_risk#2423659,7fef6e2b-2beb-49ec-8a19-43b12403588f,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
b526392d-c146-4592-a62d-b0f54b540a86|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,yes,2005377,https://county_template.devmny.org/edit/the_risk#2005377,2439517,https://schenectady_draft_test.devmny.org/edit/the_risk#2439517,2422538,https://nassautest.devmny.org/edit/the_risk#2422538,b526392d-c146-4592-a62d-b0f54b540a86,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
c9172b1e-fc5a-4723-bfd1-f1b190ce49a8|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,no,2005379,https://county_template.devmny.org/edit/the_risk#2005379,2439506,https://schenectady_draft_test.devmny.org/edit/the_risk#2439506,2422909,https://nassautest.devmny.org/edit/the_risk#2422909,c9172b1e-fc5a-4723-bfd1-f1b190ce49a8,,,not set,A1-a,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
23fc318d-57ac-429c-8968-9c869440ebf8|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,no,2005380,https://county_template.devmny.org/edit/the_risk#2005380,2436980,https://schenectady_draft_test.devmny.org/edit/the_risk#2436980,2425657,https://nassautest.devmny.org/edit/the_risk#2425657,23fc318d-57ac-429c-8968-9c869440ebf8,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
ccd68776-e57d-4969-bbe8-6f8b0bad7943|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,no,2005381,https://county_template.devmny.org/edit/the_risk#2005381,2439454,https://schenectady_draft_test.devmny.org/edit/the_risk#2439454,2422945,https://nassautest.devmny.org/edit/the_risk#2422945,ccd68776-e57d-4969-bbe8-6f8b0bad7943,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
88cc0b70-a20e-446f-a5e7-b624e42bb123|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,no,2005382,https://county_template.devmny.org/edit/the_risk#2005382,2439504,https://schenectady_draft_test.devmny.org/edit/the_risk#2439504,2423660,https://nassautest.devmny.org/edit/the_risk#2423660,88cc0b70-a20e-446f-a5e7-b624e42bb123,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
29e9d2b5-a8b2-468b-a3a5-cb39054faa3a|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,no,2005383,https://county_template.devmny.org/edit/the_risk#2005383,2439488,https://schenectady_draft_test.devmny.org/edit/the_risk#2439488,2422532,https://nassautest.devmny.org/edit/the_risk#2422532,29e9d2b5-a8b2-468b-a3a5-cb39054faa3a,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
98238094-ac0c-4c16-9ca8-f9ff593f3050|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,no,2005384,https://county_template.devmny.org/edit/the_risk#2005384,2439486,https://schenectady_draft_test.devmny.org/edit/the_risk#2439486,2423565,https://nassautest.devmny.org/edit/the_risk#2423565,98238094-ac0c-4c16-9ca8-f9ff593f3050,,,not set,,,,,FALSE,,none,no,A - trackingId + page,0,,identical,,,
ed19684f-471d-4bfb-aa69-08edd749faec|the_risk,all,the_risk,/edit/the_risk,(untitled),lexical,no,2005385,https://county_template.devmny.org/edit/the_risk#2005385,2439453,https://schenectady_draft_test.devmny.org/edit/the_risk#2439453,2423648,https://nassautest.devmny.org/edit/the_risk#2423648,ed19684f-471d-4bfb-aa69-08edd749faec,,,not set,,,,,FALSE,,none,no,A - trackingId + page,0,,identical,,,
278f3635-c123-4a58-9147-332e14ad458d|the_risk,all,the_risk,/edit/the_risk,(untitled),Header: MNY Data,no,2005386,https://county_template.devmny.org/edit/the_risk#2005386,2439496,https://schenectady_draft_test.devmny.org/edit/the_risk#2439496,2423617,https://nassautest.devmny.org/edit/the_risk#2423617,278f3635-c123-4a58-9147-332e14ad458d,,v1,not set,,,,,FALSE,,none,no,A - trackingId + page,0,,identical,,,
2c0905d1-51a1-42ff-8039-2c019d81fc9b|the_risk,all,the_risk,/edit/the_risk,(untitled),Footer: MNY Footer,no,2178617,https://county_template.devmny.org/edit/the_risk#2178617,2437412,https://schenectady_draft_test.devmny.org/edit/the_risk#2437412,2421922,https://nassautest.devmny.org/edit/the_risk#2421922,2c0905d1-51a1-42ff-8039-2c019d81fc9b,,,not set,,,,,FALSE,,none,no,A - trackingId + page,0,,identical,,,
51e53fd0-3b88-49cc-aa28-b4ecfacc22f1|the_risk,all,the_risk,/edit/the_risk,Executive Summary,lexical,no,2005376,https://county_template.devmny.org/edit/the_risk#2005376,2439518,https://schenectady_draft_test.devmny.org/edit/the_risk#2439518,2423680,https://nassautest.devmny.org/edit/the_risk#2423680,51e53fd0-3b88-49cc-aa28-b4ecfacc22f1,,,not set,DEVIATION,,,,TRUE,,none,no,A - trackingId + page,1,tags,lag - propagate from template,,,
1978d719-8a0c-4af7-993f-73e31f911d0f|the_risk,all,the_risk,/edit/the_risk,Overview,Card,no,2005374,https://county_template.devmny.org/edit/the_risk#2005374,2439507,https://schenectady_draft_test.devmny.org/edit/the_risk#2439507,2423570,https://nassautest.devmny.org/edit/the_risk#2423570,1978d719-8a0c-4af7-993f-73e31f911d0f,LHMP_IA,DEVIATION,not set,DEVIATION,,top_nav_section=Local Risk ; page=Local Risk ; section=Overview ; component_name=Overview,DEVIATION,FALSE,,none,no,A - trackingId + page,3,tags; snapshot generation; config shape,lag - propagate from template,,,
929fbc6c-1556-413b-b9f9-b3bb9f6e8d7b|the_risk,all,the_risk,/edit/the_risk,Requirements,Card,no,2005375,https://county_template.devmny.org/edit/the_risk#2005375,2439475,https://schenectady_draft_test.devmny.org/edit/the_risk#2439475,2423641,https://nassautest.devmny.org/edit/the_risk#2423641,929fbc6c-1556-413b-b9f9-b3bb9f6e8d7b,LHMP_IA,DEVIATION,not set,DEVIATION,,top_nav_section=Local Risk ; page=Local Risk ; section=Overview ; component_name=Requirements,DEVIATION,FALSE,,none,no,A - trackingId + page,3,tags; snapshot generation; config shape,lag - propagate from template,,,
74af5a31-4b56-4653-bd83-d5f7f3e8305a|the_risk,all,the_risk,/edit/the_risk,Risk Analysis Process Summary,lexical,no,2005378,https://county_template.devmny.org/edit/the_risk#2005378,2439495,https://schenectady_draft_test.devmny.org/edit/the_risk#2439495,2423665,https://nassautest.devmny.org/edit/the_risk#2423665,74af5a31-4b56-4653-bd83-d5f7f3e8305a,,,not set,A1-a,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
ca9b92d9-48ef-4a7b-a03b-fc9f591bb03c|the_risk/climate_change,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),lexical,yes,1696660,https://county_template.devmny.org/edit/the_risk/climate_change#1696660,2438831,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2438831,2422795,https://nassautest.devmny.org/edit/the_risk/climate_change#2422795,ca9b92d9-48ef-4a7b-a03b-fc9f591bb03c,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
0e64d634-f593-4f98-94c2-62b3fd70b63c|the_risk/climate_change,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),Card,no,1470307,https://county_template.devmny.org/edit/the_risk/climate_change#1470307,2438798,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2438798,2421679,https://nassautest.devmny.org/edit/the_risk/climate_change#2421679,0e64d634-f593-4f98-94c2-62b3fd70b63c,LHMP_IA,v1,not set,,,top_nav_section=Local Risk ; page=Climate Change ; section=Overview ; component_name=Overview Annotation Card,behind (40 of 48),FALSE,,none,no,A - trackingId + page,0,,identical,,,
8cd8e796-4b44-46a6-8331-918a7df69aef|the_risk/climate_change,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),lexical,yes,1694854,https://county_template.devmny.org/edit/the_risk/climate_change#1694854,2438807,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2438807,2422809,https://nassautest.devmny.org/edit/the_risk/climate_change#2422809,8cd8e796-4b44-46a6-8331-918a7df69aef,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
09bfb994-a9f4-4c95-b36a-630bb74ae216|the_risk/climate_change,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),Card,no,1468062,https://county_template.devmny.org/edit/the_risk/climate_change#1468062,2438777,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2438777,2422767,https://nassautest.devmny.org/edit/the_risk/climate_change#2422767,09bfb994-a9f4-4c95-b36a-630bb74ae216,LHMP_IA,v1,not set,,,top_nav_section=Local Risk ; page=Climate Change ; section=Climate Impact Assessments ; component_name=Climate Impact Assessments,behind (25 of 48),FALSE,,none,no,A - trackingId + page,0,,identical,,,
b3f5acb8-1d7e-4fb0-8fb2-5a5db3ebf605|the_risk/climate_change,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),Card,no,1470313,https://county_template.devmny.org/edit/the_risk/climate_change#1470313,2438727,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2438727,2422726,https://nassautest.devmny.org/edit/the_risk/climate_change#2422726,b3f5acb8-1d7e-4fb0-8fb2-5a5db3ebf605,LHMP_IA,v1,not set,,,top_nav_section=Local Risk ; page=Climate Change ; section=Climate Smart Communities ; component_name=Climate Impacts by Region Annotation Card,behind (40 of 48),FALSE,,none,no,A - trackingId + page,0,,identical,,,
555cd679-880c-448c-a134-01af5931824d|the_risk/climate_change,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),Spreadsheet,no,1689363,https://county_template.devmny.org/edit/the_risk/climate_change#1689363,2438755,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2438755,2421682,https://nassautest.devmny.org/edit/the_risk/climate_change#2421682,555cd679-880c-448c-a134-01af5931824d,Climate Smart Communities,v1,not set,,CASE WHEN county = 'Albany' THEN '36001' WHEN county = 'Allegany' THEN '36003' WHEN county = 'Bronx' THEN '36005' WHEN county = 'Broome' THEN '36007' WHEN county = 'Cattaraugus' THEN '36009' WHEN county = 'Cayuga' THEN '36011' WHEN county = 'Chautauqua' THEN '36013' WHEN county = 'Chemung' THEN '36015' WHEN county = 'Chenango' THEN '36017' WHEN county = 'Clinton' THEN '36019' WHEN county = 'Columbia' THEN '36021' WHEN county = 'Cortland' THEN '36023' WHEN county = 'Delaware' THEN '36025' WHEN county = 'Dutchess' THEN '36027' WHEN county = 'Erie' THEN '36029' WHEN county = 'Essex' THEN '36031' WHEN county = 'Franklin' THEN '36033' WHEN county = 'Fulton' THEN '36035' WHEN county = 'Genesee' THEN '36037' WHEN county = 'Greene' THEN '36039' WHEN county = 'Hamilton' THEN '36041' WHEN county = 'Herkimer' THEN '36043' WHEN county = 'Jefferson' THEN '36045' WHEN county = 'Kings' THEN '36047' WHEN county = 'Lewis' THEN '36049' WHEN county = 'Livingston' THEN '36051' WHEN county = 'Madison' THEN '36053' WHEN county = 'Monroe' THEN '36055' WHEN county = 'Montgomery' THEN '36057' WHEN county = 'Nassau' THEN '36059' WHEN county = 'New York' THEN '36061' WHEN county = 'Niagara' THEN '36063' WHEN county = 'Oneida' THEN '36065' WHEN county = 'Onondaga' THEN '36067' WHEN county = 'Ontario' THEN '36069' WHEN county = 'Orange' THEN '36071' WHEN county = 'Orleans' THEN '36073' WHEN county = 'Oswego' THEN '36075' WHEN county = 'Otsego' THEN '36077' WHEN county = 'Putnam' THEN '36079' WHEN county = 'Queens' THEN '36081' WHEN county = 'Rensselaer' THEN '36083' WHEN county = 'Richmond' THEN '36085' WHEN county = 'Rockland' THEN '36087' WHEN county = 'Saratoga' THEN '36089' WHEN county = 'Schenectady' THEN '36091' WHEN county = 'Schoharie' THEN '36093' WHEN county = 'Schuyler' THEN '36095' WHEN county = 'Seneca' THEN '36097' WHEN county = 'St Lawrence' THEN '36099' WHEN county = 'Steuben' THEN '36101' WHEN county = 'Suffolk' THEN '36103' WHEN county = 'Sullivan' THEN '36105' WHEN county = 'Tioga' THEN '36107' WHEN county = 'Tompkins' THEN '36109' WHEN county = 'Ulster' THEN '36111' WHEN county = 'Warren' THEN '36113' WHEN county = 'Washington' THEN '36115' WHEN county = 'Wayne' THEN '36117' WHEN county = 'Westchester' THEN '36119' WHEN county = 'Wyoming' THEN '36121' WHEN county = 'Yates' THEN '36123' ELSE NULL END AS geoid_calc[page:geoid]=36105,,unknown source,FALSE,,none,no,A - trackingId + page,0,,identical,,,
a754405c-d570-48ae-948d-79a0c80a8aea|the_risk/climate_change,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),lexical,no,1467863,https://county_template.devmny.org/edit/the_risk/climate_change#1467863,2438788,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2438788,2421683,https://nassautest.devmny.org/edit/the_risk/climate_change#2421683,a754405c-d570-48ae-948d-79a0c80a8aea,,,not set,B1-e,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
bafc219c-1b96-4ef2-8030-72974f46d296|the_risk/climate_change,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),Footer: MNY Footer,no,2178588,https://county_template.devmny.org/edit/the_risk/climate_change#2178588,2437383,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2437383,2421854,https://nassautest.devmny.org/edit/the_risk/climate_change#2421854,bafc219c-1b96-4ef2-8030-72974f46d296,,,not set,,,,,FALSE,,none,no,A - trackingId + page,0,,identical,,,
the_risk/climate_change#0|Header: MNY Data,all,the_risk/climate_change,/edit/the_risk/climate_change,(untitled),Header: MNY Data,no,1467853,https://county_template.devmny.org/edit/the_risk/climate_change#1467853,2438814,https://schenectady_draft_test.devmny.org/edit/the_risk/climate_change#2438814,2422784,https://nassautest.devmny.org/edit/the_risk/climate_change#2422784,,,v1,not set,,,,,FALSE,,none,no,B - position + kind + source,0,,identical,,,
