Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Renders on page,Why it does not render,Original type,Original type name,Replaced by (live component ID),Replacement match basis
T4-151,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,Hazard of Concern,2383895,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-152,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,Hazard of Concern,2383895,Card on Hazards_of_Concern,"column hazard_of_concern - options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,Open,,,,,,,,,,Published,,,,,
T4-153,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,Hazard of Concern,2383895,Card on Hazards_of_Concern,"column geoid_county - meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,Open,,,,,,,,,,Published,,,,,
T4-154,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,Hazard of Concern,2383895,Card on Hazards_of_Concern,"column geoid_juris - type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,Open,,,,,,,,,,Published,,,,,
T4-155,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,(untitled Spreadsheet),2383905,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
T4-156,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,(untitled Spreadsheet),2383905,Spreadsheet on R_and_V_Matrix,"column extreme_cold - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,Open,,,,,,,,,,Published,,,,,
T4-157,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,Measures Inventory,2383949,Spreadsheet on Mitigation_Measures,"column description - type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,Open,,,,,,,,,,Published,,,,,
T4-158,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,Measures Inventory,2383949,Spreadsheet on Mitigation_Measures,"column coastal - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,Open,,,,,,,,,,Published,,,,,
T4-159,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Hazard of Concern,2384044,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-160,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Hazard of Concern,2384044,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-161,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Hazard of Concern,2384044,Card on Hazards_of_Concern,"column hazard_of_concern - options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,Open,,,,,,,,,,Published,,,,,
T4-162,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Hazard of Concern,2384044,Card on Hazards_of_Concern,"column geoid_county - meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,Open,,,,,,,,,,Published,,,,,
T4-163,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Hazard of Concern,2384044,Card on Hazards_of_Concern,"column geoid_juris - type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,Open,,,,,,,,,,Published,,,,,
T4-164,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled Spreadsheet),2384054,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
T4-165,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled Spreadsheet),2384054,Spreadsheet on R_and_V_Matrix,"column extreme_cold - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,Open,,,,,,,,,,Published,,,,,
T4-166,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Measures Inventory,2384098,Spreadsheet on Mitigation_Measures,"column description - type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,Open,,,,,,,,,,Published,,,,,
T4-167,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Measures Inventory,2384098,Spreadsheet on Mitigation_Measures,"column coastal - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,Open,,,,,,,,,,Published,,,,,
T4-168,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Hazard of Concern,2384118,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-169,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Hazard of Concern,2384118,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-170,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Hazard of Concern,2384118,Card on Hazards_of_Concern,"column hazard_of_concern - options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,Open,,,,,,,,,,Published,,,,,
T4-171,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Hazard of Concern,2384118,Card on Hazards_of_Concern,"column geoid_county - meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,Open,,,,,,,,,,Published,,,,,
T4-172,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Hazard of Concern,2384118,Card on Hazards_of_Concern,"column geoid_juris - type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,Open,,,,,,,,,,Published,,,,,
T4-173,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled Spreadsheet),2384128,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
T4-174,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled Spreadsheet),2384128,Spreadsheet on R_and_V_Matrix,"column extreme_cold - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,Open,,,,,,,,,,Published,,,,,
T4-175,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Measures Inventory,2384171,Spreadsheet on Mitigation_Measures,"column description - type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,Open,,,,,,,,,,Published,,,,,
T4-176,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Measures Inventory,2384171,Spreadsheet on Mitigation_Measures,"column coastal - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,Open,,,,,,,,,,Published,,,,,
T4-177,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Hazard of Concern,2384192,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-178,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Hazard of Concern,2384192,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-179,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Hazard of Concern,2384192,Card on Hazards_of_Concern,"column hazard_of_concern - options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,Open,,,,,,,,,,Published,,,,,
T4-180,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Hazard of Concern,2384192,Card on Hazards_of_Concern,"column geoid_county - meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,Open,,,,,,,,,,Published,,,,,
T4-181,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Hazard of Concern,2384192,Card on Hazards_of_Concern,"column geoid_juris - type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,Open,,,,,,,,,,Published,,,,,
T4-182,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,(untitled Spreadsheet),2384202,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
T4-183,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,(untitled Spreadsheet),2384202,Spreadsheet on R_and_V_Matrix,"column extreme_cold - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,Open,,,,,,,,,,Published,,,,,
T4-184,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Measures Inventory,2384246,Spreadsheet on Mitigation_Measures,"column description - type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,Open,,,,,,,,,,Published,,,,,
T4-185,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,Measures Inventory,2384246,Spreadsheet on Mitigation_Measures,"column coastal - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,Open,,,,,,,,,,Published,,,,,
T4-186,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,Hazard of Concern,2384266,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-187,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,Hazard of Concern,2384266,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-188,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,Hazard of Concern,2384266,Card on Hazards_of_Concern,"column hazard_of_concern - options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,Open,,,,,,,,,,Published,,,,,
T4-189,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,Hazard of Concern,2384266,Card on Hazards_of_Concern,"column geoid_county - meta_lookup | stored meta_lookup=undefined | live meta_lookup=""{\""view_id\"":\""1108098\"",\""keyAttribute\"":\""geoid","Columns menu > ""geoid_county"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_county,Open,,,,,,,,,,Published,,,,,
T4-190,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,Hazard of Concern,2384266,Card on Hazards_of_Concern,"column geoid_juris - type+mapped_options+meta_lookup | stored type=""select"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""mun | live type=""multiselect"" ; mapped_options=""{\""sourceId\"":\""1346449\"",\""viewId\"":\""1346450\"", ; meta_lookup=""{\""view_id\"":\""1346450\"",\""valueAttribute\"":\""(da","Columns menu > ""geoid_juris"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: geoid_juris,Open,,,,,,,,,,Published,,,,,
T4-191,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,(untitled Spreadsheet),2384276,Spreadsheet on R_and_V_Matrix,"column coastal_hazards - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal_hazards"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: coastal_hazards,Open,,,,,,,,,,Published,,,,,
T4-192,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,(untitled Spreadsheet),2384276,Spreadsheet on R_and_V_Matrix,"column extreme_cold - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""extreme_cold"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",R_and_V_Matrix :: extreme_cold,Open,,,,,,,,,,Published,,,,,
T4-193,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,Measures Inventory,2384325,Spreadsheet on Mitigation_Measures,"column description - type | stored type=""text"" | live type=""lexical""","Columns menu > ""description"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: description,Open,,,,,,,,,,Published,,,,,
T4-194,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,Measures Inventory,2384325,Spreadsheet on Mitigation_Measures,"column coastal - type | stored type=""text"" | live type=""checkbox""","Columns menu > ""coastal"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Mitigation_Measures :: coastal,Open,,,,,,,,,,Published,,,,,
T4-195,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,Hazard of Concern,2384448,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-196,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,Hazard of Concern,2384448,Card on Hazards_of_Concern,"column hazard - options+meta_lookup | stored options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta | live options=[{""label"":""avalanche"",""value"":""avalanche""},{""label ; meta_lookup=""{\""avalanche\"":\""Avalanche\"",\""coastal\"":\""Coasta","Columns menu > ""hazard"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard,Open,,,,,,,,,,Published,,,,,
T4-197,4,Out-of-date metadata,Maintenance,Component setting,column,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,Hazard of Concern,2384448,Card on Hazards_of_Concern,"column hazard_of_concern - options | stored options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu | live options=[{""label"":""Yes"",""value"":""Yes""},{""label"":""No"",""valu","Columns menu > ""hazard_of_concern"" > Refresh Meta. Refresh this column only - a blanket refresh overwrites author overrides on all nine synced attributes.",Hazards_of_Concern :: hazard_of_concern,Open,,,,,,,,,,Published,,,,,
