Fix ID,Disposition,Class,Class name,Tier,Fix category,Page URL,Page,Page ID,Section title,Draft section ID,Component kind,Config shape,Source,Current tags,What is wrong,Recommended fix,Status,Assigned to,Date fixed,Notes
QA2-123,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Overview,2413404,Card,v1,LHMP_IA,B1-a,component holds a 22-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-124,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Hazards of Concern,2413406,Card,v1,LHMP_IA,"B1-a,B1-d,B2-a,B2-b,C4-b",component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-125,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Modeled Risk,2413413,Card,v1,LHMP_IA,B2-b,component holds a 22-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-126,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Historic Loss,2413416,Card,v1,LHMP_IA,B1-d,component holds a 22-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-127,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,(untitled),2413421,Card,v1,LHMP_IA,B1-d,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-128,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Other Hazard Events,2413423,Card,v1,LHMP_IA,B1-d,component holds a 22-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-129,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Historic Loss By Year And By Disaster Number,2413426,Card,v1,LHMP_IA,B1-d,component holds a 22-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-130,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Historic Loss By Month,2413428,Card,v1,LHMP_IA,B1-d,component holds a 22-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-131,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,Total Losses in $ by Month,2176952,Card,v1,LHMP_IA,B1-d,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-133,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2179714,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-135,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),1544203,Card,v1,LHMP_IA,B2-b,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-136,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,Potential Impacts,1544204,Card,v1,LHMP_IA,B2-b,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-137,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),2179715,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-139,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,1545217,(untitled),1898202,Card,v1,LHMP_IA,B2-b,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-141,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,1545217,Actions,1898254,Card,v1,LHMP_IA,"C4-a,C4-b",component holds a 22-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-142,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,1545217,(untitled),2179717,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-144,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),1544544,Card,v1,LHMP_IA,B2-b,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-146,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),2179719,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-148,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),1544792,Card,v1,LHMP_IA,B2-b,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-150,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),1544839,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-152,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544916,Card,v1,LHMP_IA,B2-b,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-154,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),2179720,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-156,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682912,Card,v1,LHMP_IA,B2-b,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-158,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),2179634,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-160,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545040,Card,v1,LHMP_IA,B2-b,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-162,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),2179722,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-164,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2179716,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-167,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),2179723,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-169,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),2179725,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-171,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),2179726,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-173,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),2179727,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-175,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,1545899,Total Events and Losses in $: Declared Disasters and Non-Declared Events,1545851,Card,v1,LHMP_IA,,component holds a 26-column snapshot of LHMP_IA,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-176,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,1545899,(untitled),2179729,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-178,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,1546087,(untitled),2179730,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-180,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,(untitled),2179731,Card,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-181,Observation,O4,Source snapshot behind the live definition,,Not a defect,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,Local Actions Table,2179746,Spreadsheet,v2,Actions_Revised,"C4-a,C4-b",component holds a 147-column snapshot of Actions_Revised,None. Recorded so the next sweep does not re-raise it.,Observation,,,Owner ruling 2026-09-01: does not result in data being displayed incorrectly or otherwise impact the site.
QA2-348,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_local_environment/built_environment,the_local_environment/built_environment,1300809,County Building Stock,2011173,Card,v1,AVAIL BILD V3.1,B2-a,"source id 1117 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-349,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_local_environment/built_environment,the_local_environment/built_environment,1300809,Critical Buildings,2011177,Spreadsheet,v1,BILD 2026 Simplified Draft V1,B2-a,"source id 1651 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-350,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_local_environment/built_environment,the_local_environment/built_environment,1300809,Buildings By Landuse Summary,2011197,Spreadsheet,v1,BILD 2026 Simplified Draft V1,B2-a,"source id 1651 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-351,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_local_environment/built_environment,the_local_environment/built_environment,1300809,Buildings in The Floodplain by Jurisdiction,2011198,Spreadsheet,v1,BILD 2026 Simplified Draft V1,B2-a,"source id 1651 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-352,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_local_environment/built_environment,the_local_environment/built_environment,1300809,Historic Buildings,2011202,Spreadsheet,v2,BILD 2026 Simplified Draft V1,B2-a,"source id 1651 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-353,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_local_environment/built_environment,the_local_environment/built_environment,1300809,NFIP Table,2011214,Spreadsheet,v1,NFIP Claims Enhanced (V2),"B2-c,C2-a","source id 831 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-354,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_local_environment/natural_environment,the_local_environment/natural_environment,1300819,Open Space Parcel Statistics,1703874,Spreadsheet,v1,NYS Tax Parcels Map,B2-a,"source id 423 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-355,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,BUILDINGS BY LANDUSE,1716681,Spreadsheet,v1,BILD 2026 Simplified Draft V1,H2,"source id 1651 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-356,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Critical Buildings,1716686,Spreadsheet,v1,BILD 2026 Simplified Draft V1,H2,"source id 1651 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-357,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,NFIP Loss,1682239,Card,v1,nfip claims enhance (incl jurisdiction geoms) v1.1,C2-a,"source id 1558 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-358,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Buildings in The Floodplain,1920837,Spreadsheet,v1,BILD 2026 Simplified Draft V1,,"source id 1651 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-359,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Critical Buildings in The Floodplain,1920935,Spreadsheet,v1,BILD 2026 Simplified Draft V1,,"source id 1651 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-360,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,(untitled),2249218,Filter,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-361,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,(untitled),2249214,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-362,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,Total Loss by Program,2249216,Card,v2,Disaster Loss Summary (V2),B1-d,"source id 858 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-363,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,PUBLIC ASSISTANCE (PA) for the County,1421131,Spreadsheet,v1,PA Funded Projects Enhanced,B1-d,"source id 372 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-364,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,Individual Assistance (IA) - County Damage Values,1421133,Spreadsheet,v1,IHP Enhanced,B1-d,"source id 854 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-365,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,IA - Approved Assistance Amounts in the County,1421135,Spreadsheet,v1,IHP Enhanced,B1-d,"source id 854 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-366,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,Small Business Administration (SBA) Disaster Loan Program - County Losses,1421137,Spreadsheet,v1,Small Business Administration (SBA) - Disaster Loan Data,B1-d,"source id 88 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-367,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,NATIONAL FLOOD INSURANCE PROGRAM (NFIP) - County Claims,1421139,Spreadsheet,v1,NFIP Claims Enhanced (V2),B1-d,"source id 831 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-368,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/disasters/disaster_template,the_risk/disasters/disaster_template,1421118,United States Department of Agriculture Crop Loss in the County,1421141,Spreadsheet,v1,USDA Crop Loss Enhanced,B1-d,"source id 342 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-369,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Total Expected Annual Loss by Hazard Category,2413414,Graph,v1,FEMA - National Risk Index (NRI) Counties,B2-b,"source id 159 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-370,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,(untitled),2413418,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-371,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,(untitled),2413419,Card,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-372,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,(untitled),2413422,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-373,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,(untitled),2413424,Spreadsheet,v2,AVAIL - NCEI Storm Events Enhanced,B1-d,"source id 198 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-374,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,Loss by Hazard Category,2413425,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-375,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,(untitled),2413427,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-376,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,(untitled),2413429,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-377,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,The Last 5 Years - Events,2413430,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-378,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,The Last 5 Years - Damage,2413431,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-379,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2176930,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-380,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2176932,Card,v2,NRI Counties - Hazard Normalized,,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
