Fix ID,Parent finding,Pattern ID,Page URL,Page,Page ID,Section title,Draft section ID,Tracking ID,Component kind,Config shape,Source snapshot key,Draft index,Hidden from view,Source name,Source label (as shown in picker),Source class,Source ID,View ID,Source env (srcEnv),Has join,Stored fetch mode,readyToLoad,Resolved behaviour,Relies on implicit fallback,In scope,Scope reason,Recommended fetch mode,Recommended fix,Fix needed,Status,Assigned to,Date fixed,Notes
T6-C541,T6-001,1300890,https://county_template.devmny.org/the_local_environment/nfip_floodplain_management,the_local_environment/nfip_floodplain_management,1421876,NFIP Loss By Disaster Declaration,1603949,61c864ac-1304-4870-9df5-c4186a1c1c33,Spreadsheet,v1,sourceInfo,12,,NFIP Claims Enhanced (V2),NFIP Claims Enhanced (V2) [external],external,831,1304,hazmit_dama,,(not set),TRUE,Smart (fetch on change),TRUE,No,source NFIP Claims Enhanced (V2) is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source NFIP Claims Enhanced (V2) is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C542,T6-001,1300890,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,1300810,Overview,2003767,10f6dc82-b29e-456b-82e4-91375344f315,Card,v1,sourceInfo,1,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C543,T6-001,1300890,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,1300810,Demographic Statistics,2003770,8db0087e-0a06-4f32-a098-dc1b19d1c918,Card,v1,sourceInfo,4,,ACS,ACS [external],external,1482,1962,hazmit_dama,,(not set),TRUE,Smart (fetch on change),TRUE,No,source ACS is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source ACS is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C544,T6-001,1300890,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,1300810,Populations at Highest Risk,2003773,c12e1b4c-3d58-4f04-865e-668c59a02c84,Card,v1,sourceInfo,6,,LHMP_IA,LHMP_IA [prod],internal,1441680,1441681,mitigat-ny-prod+prod,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C545,T6-001,1300890,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,1300810,Social Vulnerability Map Overview,2003778,82fc6f0d-dc5b-4591-958a-65dbfc6aca73,Card,v1,sourceInfo,11,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C546,T6-001,1300890,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,1300810,Population Change and Hazard Risk,2003781,07d6a810-1a3f-4c85-8477-8a1979aea1e2,Card,v1,sourceInfo,14,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C547,T6-001,1300890,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,1300810,Economic and Development Trends,2003785,39b2e90a-ee3c-4cc9-bdd6-53f39316a7eb,Card,v1,sourceInfo,16,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C029,T6-001,1300890,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,1300810,(untitled Card),2003784,2ab40c67-d37d-4023-a3df-0a8dae151d49,Card,v2,externalSource,17,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C548,T6-001,1300890,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,1300810,Neighboring Communities,2003794,958b4cb4-9ea7-49da-be8a-8f17c9c47868,Card,v1,sourceInfo,27,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C549,T6-001,1300890,https://county_template.devmny.org/the_plan,the_plan,1300808,Overview,1466590,cb5d2390-4885-4348-8a41-1a1d7e490b57,Card,v1,sourceInfo,1,,LHMP_IA,LHMP_IA [prod],internal,1441680,1441681,mitigat-ny-prod+prod,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C550,T6-001,1300890,https://county_template.devmny.org/the_plan,the_plan,1300808,Requirements,1466593,1968d212-9d8d-42bf-8860-ef2063009dc9,Card,v1,sourceInfo,2,,LHMP_IA,LHMP_IA [prod],internal,1441680,1441681,mitigat-ny-prod+prod,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C551,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,Overview,1515010,bc9f47b0-63f2-46ac-b1d0-5e6b361942b4,Card,v1,sourceInfo,1,,LHMP_IA,LHMP_IA [prod],internal,1441680,1441681,mitigat-ny-prod+prod,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C552,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,The Planning Process,1515012,bc9f47b0-63f2-46ac-b1d0-5e6b361942b4,Card,v1,sourceInfo,6,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C030,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,(untitled Card),1518167,956bd1da-de8c-45ce-965f-94bd2a02f616,Card,v2,externalSource,11,TRUE,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,"Hidden from view (data.hideInView), so it never renders and the setting has no runtime effect today - set it anyway for template consistency, or defer. Owner decision."
T6-C032,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,(untitled Card),1518169,c2dabab1-a403-4353-abed-2dbc3ba7574e,Card,v2,externalSource,17,TRUE,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,"Hidden from view (data.hideInView), so it never renders and the setting has no runtime effect today - set it anyway for template consistency, or defer. Owner decision."
T6-C553,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,Local Resources,1515028,bc9f47b0-63f2-46ac-b1d0-5e6b361942b4,Card,v1,sourceInfo,23,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C034,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,(untitled Card),1515030,60f12a0b-2ff5-42da-9d17-82736dc75b6b,Card,v2,externalSource,26,TRUE,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,"Hidden from view (data.hideInView), so it never renders and the setting has no runtime effect today - set it anyway for template consistency, or defer. Owner decision."
T6-C554,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,(untitled Card),1518253,a6375eaf-2662-40a5-9d4c-f4fe4dc68613,Card,v1,sourceInfo,28,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C555,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,Adoption,1515032,bc9f47b0-63f2-46ac-b1d0-5e6b361942b4,Card,v1,sourceInfo,30,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C556,T6-001,1300890,https://county_template.devmny.org/the_plan/about_the_process,the_plan/about_the_process,1300807,Maintenance,1515033,bc9f47b0-63f2-46ac-b1d0-5e6b361942b4,Card,v1,sourceInfo,33,,LHMP_IA,LHMP_IA [prod],internal,1441680,1441681,mitigat-ny-prod+prod,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C037,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Overview,1447507,5106058d-945a-4795-af84-98a71ec8deae,Card,v2,externalSource,1,,LHMP_IA,LHMP_IA [test_meta_forms],internal,1441680,1441681,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C557,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Planning and Regulatory,1447512,cda18230-4a3e-42cb-bdb8-09328cf72bcd,Card,v1,sourceInfo,2,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C039,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,(untitled Card),1517086,954df9d2-690f-452f-8fc7-2ec4c0532253,Card,v2,externalSource,6,TRUE,LHMP_IA,LHMP_IA [test_meta_forms],internal,1441680,1441681,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,"Hidden from view (data.hideInView), so it never renders and the setting has no runtime effect today - set it anyway for template consistency, or defer. Owner decision."
T6-C559,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Administrative and Technical,1447516,d5064385-7e9e-4cae-aaff-1cd64c50f29c,Card,v1,sourceInfo,8,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C041,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,(untitled Card),1517088,954df9d2-690f-452f-8fc7-2ec4c0532253,Card,v2,externalSource,12,TRUE,LHMP_IA,LHMP_IA [test_meta_forms],internal,1441680,1441681,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,"Hidden from view (data.hideInView), so it never renders and the setting has no runtime effect today - set it anyway for template consistency, or defer. Owner decision."
T6-C562,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Education / Outreach,1447521,69e7e475-d139-4f1f-9cbc-57198b770a8b,Card,v1,sourceInfo,14,,LHMP_IA,LHMP_IA [prod],internal,1441680,1441681,mitigat-ny-prod+prod,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C042,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,(untitled Card),1517092,954df9d2-690f-452f-8fc7-2ec4c0532253,Card,v2,externalSource,18,TRUE,LHMP_IA,LHMP_IA [test_meta_forms],internal,1441680,1441681,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,"Hidden from view (data.hideInView), so it never renders and the setting has no runtime effect today - set it anyway for template consistency, or defer. Owner decision."
T6-C565,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,Financial,1447525,10377d14-8854-490b-8373-45702da3fb4e,Card,v1,sourceInfo,20,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C043,T6-001,1300890,https://county_template.devmny.org/the_plan/capabilities_assessment,the_plan/capabilities_assessment,1425510,(untitled Card),1517094,052282cc-f36e-4697-8102-b56b3858343c,Card,v2,externalSource,24,TRUE,LHMP_IA,LHMP_IA [test_meta_forms],internal,1441680,1441681,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,"Hidden from view (data.hideInView), so it never renders and the setting has no runtime effect today - set it anyway for template consistency, or defer. Owner decision."
T6-C044,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes,the_plan/jurisdictional_annexes,1300933,Overview,2380933,bc9f47b0-63f2-46ac-b1d0-5e6b361942b4,Card,v2,externalSource,1,,LHMP_IA,LHMP_IA [test_meta_forms],internal,1441680,1441681,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C045,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,1676371,"Agriculture (Crops, Livestock, related products)",1676376,0118fa79-1f62-4a70-b063-93c86e509dc7,Card,v2,externalSource,2,,Actions_Revised,Actions_Revised [test_meta_forms],internal,1029065,1074456,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C046,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,1676371,"Area: Concentration of Local Businesses, Major Employers",1676377,1d99bd13-c645-4f3e-b5cf-3a78d2a369f3,Card,v2,externalSource,3,,Actions_Revised,Actions_Revised [test-meta-forms],internal,1029065,1074456,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C047,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,1676371,Area: Concentration of Residences,1676393,6a8508cf-6bf2-4142-8305-6fea087b6fe8,Card,v2,externalSource,4,,Actions_Revised,Actions_Revised [test-meta-forms],internal,1029065,1074456,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C048,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,1676371,"Local Roads, Highways, Culverts, Bridges",1676392,58c6aa56-dd46-42b9-85c9-002b48db8ece,Card,v2,externalSource,5,,Actions_Revised,Actions_Revised [test-meta-forms],internal,1029065,1074456,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C049,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,1676371,Municipal Buildings,1676391,2ad65472-a589-4442-a13d-bc61aaba8b1d,Card,v2,externalSource,6,,Actions_Revised,Actions_Revised [test-meta-forms],internal,1029065,1074456,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C050,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,1676371,Medical Centers (non-hospital),1676390,6ab718b1-96e3-4b13-a0d5-6fedf7c9cd21,Card,v2,externalSource,7,,Actions_Revised,Actions_Revised [test-meta-forms],internal,1029065,1074456,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C051,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,1676371,College/University,1676389,1a37a61f-3bac-4eda-ad00-ee5e7f68abcc,Card,v2,externalSource,8,,Actions_Revised,Actions_Revised [test-meta-forms],internal,1029065,1074456,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C052,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,1676371,Place of Worship,1676388,2836c872-d555-45f6-9c96-cdb2dcbeb194,Card,v2,externalSource,9,,Actions_Revised,Actions_Revised [test-meta-forms],internal,1029065,1074456,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
