Fix ID,Parent finding,Pattern ID,Page URL,Page,Page ID,Section title,Draft section ID,Tracking ID,Component kind,Config shape,Source snapshot key,Draft index,Hidden from view,Source name,Source label (as shown in picker),Source class,Source ID,View ID,Source env (srcEnv),Has join,Stored fetch mode,readyToLoad,Resolved behaviour,Relies on implicit fallback,In scope,Scope reason,Recommended fetch mode,Recommended fix,Fix needed,Status,Assigned to,Date fixed,Notes
T6-C067,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Executive Summary,2243270,d5ca1fcc-2c26-4f32-b30a-ad1c08185a4b,Card,v2,externalSource,5,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C068,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Hazard Mitigation Representatives ,2243271,50f8e46b-5c8c-490d-a44f-9cda6174e160,Spreadsheet,v2,externalSource,6,,Roles,Roles [test_meta_forms],internal,1473295,1473296,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C570,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,(untitled Card),2243272,73b0b448-a5c6-4e1e-b269-cb3609171631,Card,v1,sourceInfo,7,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C069,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Planning Process,2243274,d5ca1fcc-2c26-4f32-b30a-ad1c08185a4b,Card,v2,externalSource,9,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C070,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,(untitled Spreadsheet),2243275,731c2f3a-9ab5-4ab0-baf7-f13fc55e412f,Spreadsheet,v2,externalSource,10,,Participation,Participation [test_meta_forms],internal,1473468,1473469,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C571,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,(untitled Card),2243276,f7c2ee6a-5bc0-4fef-94d6-29d611d3d36c,Card,v1,sourceInfo,11,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C071,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Jurisdictional Profile,2243278,d5ca1fcc-2c26-4f32-b30a-ad1c08185a4b,Card,v2,externalSource,13,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C572,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Buildings,2243279,74ef0b92-3eb2-427c-9e55-f84702f57988,Card,v1,sourceInfo,14,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C072,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Local Context,2243281,52f1dfba-0229-48f2-9866-45b1dcb6a14b,Card,v2,externalSource,16,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C073,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Critical Buildings,2243283,19600e6d-b783-4253-a551-86caad917275,Card,v2,externalSource,18,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C573,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,BUILDINGS BY LANDUSE,2243284,893c3a53-b0c7-45da-b4ae-7c3956f23ccc,Spreadsheet,v1,sourceInfo,19,,BILD 2026 Simplified Draft V1,BILD 2026 Simplified Draft V1 [external],external,1651,2357,hazmit_dama,,(not set),TRUE,Smart (fetch on change),TRUE,No,source BILD 2026 Simplified Draft V1 is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source BILD 2026 Simplified Draft V1 is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C574,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Critical Buildings,2243285,7f8f064a-366f-4331-b12d-d7b06b9a5782,Spreadsheet,v1,sourceInfo,20,,BILD 2026 Simplified Draft V1,BILD 2026 Simplified Draft V1 [external],external,1651,2357,hazmit_dama,,(not set),TRUE,Smart (fetch on change),TRUE,No,source BILD 2026 Simplified Draft V1 is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source BILD 2026 Simplified Draft V1 is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C074,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Historic Properties/District (if applicable),2243449,b51b20db-ed8c-4ef5-b627-ea4b8c0abcd4,Card,v2,externalSource,22,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C575,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Infrastructure,2243288,d067f3d7-d7f6-4f91-b6f2-bc4886dec6aa,Card,v1,sourceInfo,23,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C075,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Critical Infrastructure,2243290,ab79230d-7f42-462c-b3a4-b5ffe174dd10,Card,v2,externalSource,25,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C076,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Growth and Development Trends,2243292,7dbc9e34-e953-4973-8358-a9bea61a8141,Card,v2,externalSource,27,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C077,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Additional Context (Municipal),2243294,1954129e-9e69-4346-a054-5e74923b8c3e,Card,v2,externalSource,29,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C078,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Risk,2243296,f5e93459-b8df-4316-a4ea-64b2af65dc8a,Card,v2,externalSource,31,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C576,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,(untitled Card),2243297,da242bf5-4168-484b-965e-4a4efeea13d0,Card,v1,sourceInfo,32,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C079,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Hazards of Concern,2243298,e02d3e07-d9a4-4744-a02b-a49ef79ddfd5,Spreadsheet,v2,externalSource,33,,Hazards_of_Concern,Hazards_of_Concern [test_meta_forms],internal,1473470,1473471,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C577,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,(untitled Card),2243299,449cff0e-ff36-43ed-95c8-c6c5d21c81d1,Card,v1,sourceInfo,34,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C080,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Hazards Excluded,2243300,a04f1bb3-93c6-4e36-a65e-b2239e50a4a5,Spreadsheet,v2,externalSource,35,,Hazards_of_Concern,Hazards_of_Concern [test_meta_forms],internal,1473470,1473471,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C081,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Historic Occurances,2243302,fbb51934-b2ae-482e-bb2e-324eb6e30f9a,Card,v2,externalSource,37,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C578,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Disaster and Local Emergencies,2243303,dba6c59a-090a-4f99-b175-5066b892a27b,Card,v1,sourceInfo,38,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C579,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,(untitled Card),2243304,e396dcbe-184c-42a0-b20b-d8d3c4772fcc,Card,v1,sourceInfo,39,,LHMP_IA,LHMP_IA [test-meta-forms],internal,1441680,1441681,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,source LHMP_IA is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source LHMP_IA is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C082,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Declared Disasters,2243306,c1efbf64-aa1c-4cc2-9d6a-204bfb02a1fb,Card,v2,externalSource,41,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C083,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Problem Areas,2243308,93e480cc-1d66-4879-8741-a59a9090efdf,Card,v2,externalSource,43,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C580,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,NFIP Loss,2243309,79c401f1-c079-4ab0-9781-f6b00aee808b,Card,v1,sourceInfo,44,,nfip claims enhance (incl jurisdiction geoms) v1.1,nfip claims enhance (incl jurisdiction geoms) v1.1 [external],external,1558,2285,hazmit_dama,,(not set),TRUE,Smart (fetch on change),TRUE,No,source nfip claims enhance (incl jurisdiction geoms) v1.1 is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source nfip claims enhance (incl jurisdiction geoms) v1.1 is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C581,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Buildings in The Floodplain,2243311,38b86222-a011-4c0c-b16b-791bdc6707ca,Spreadsheet,v1,sourceInfo,46,,BILD 2026 Simplified Draft V1,BILD 2026 Simplified Draft V1 [external],external,1651,2357,hazmit_dama,,(not set),TRUE,Smart (fetch on change),TRUE,No,source BILD 2026 Simplified Draft V1 is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source BILD 2026 Simplified Draft V1 is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C582,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Critical Buildings in The Floodplain,2243312,102038f4-343b-499d-8b99-3f5e9165f1cb,Spreadsheet,v1,sourceInfo,47,,BILD 2026 Simplified Draft V1,BILD 2026 Simplified Draft V1 [external],external,1651,2357,hazmit_dama,,(not set),TRUE,Smart (fetch on change),TRUE,No,source BILD 2026 Simplified Draft V1 is not in the in-scope source list; page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because source BILD 2026 Simplified Draft V1 is not in the in-scope source list; and page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C084,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Cascading Impacts from Hazards,2243314,d2512761-7639-4968-98d3-a7153a5abce2,Card,v2,externalSource,49,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C085,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Other Hazards,2243316,2c3c6f16-0f7e-4b52-9755-0565743f0a48,Card,v2,externalSource,51,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C086,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Additional Context (Risk),2243318,8be0a28e-ae34-4693-8363-5b60ce4c7447,Card,v2,externalSource,53,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C087,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,Evaluation of Previously Identified Actions,2243321,46e2c72f-9c3f-447f-9df2-08d681a1a2ee,Card,v2,externalSource,56,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
T6-C583,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,2243356,(untitled Card),2243322,c3a99306-9ec4-4382-ab9b-02916c2ea7d5,Card,v1,sourceInfo,57,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,(not set),TRUE,Smart (fetch on change),TRUE,No,page is not labelled 'Relevant' in the page allow-list,(deferred),"None for now - deferred from the fetch-mode sweep because page is not labelled 'Relevant' in the page allow-list. Every component set to Force (always re-fetch) re-queries on every mount, so the sweep is deliberately limited. It keeps behaving as Smart (fetch on change).",Deferred - out of narrowed scope,Deferred,,,
