action_id,precision,tier,geocoder,apply,confidence,score,source_field,matched_text,geometry_lat_long_polygon_etc,address_if_available,lon,lat,dist_from_centroid_km
1097461,4,B_address,nys_address,yes,high,100,text,242 Main Street,"42.69962592730985, -74.93549525719598",242 Main Street,-74.93549525719598,42.69962592730985,10.8
1096389,3,D_named_road,nys_street,yes,low,100,text,Cooper Road,"42.61451863693443, -74.92569491042741",,-74.92569491042741,42.61451863693443,10.73
1099634,4,D_named_road,nys_street,yes,low,97.46,text,Gulf Rd,"44.529400910055095, -74.94250006815834",,-74.94250006815834,44.529400910055095,10.68
1089612,3,D_named_road,nys_street,yes,low,100,text,Wall Street,"43.50780185296023, -73.74275549421239",,-73.74275549421239,43.50780185296023,10.66
1096922,4,D_named_road,nys_street,yes,low,97.97,text,South Highland Ave,"41.0859073273836, -73.93243343855949",,-73.93243343855949,41.0859073273836,10.66
1095402,4,D_route,nys_street,yes,medium,100,text,"NYS Route
9","43.48815576544802, -73.76026058289581",,-73.76026058289581,43.48815576544802,10.65
1104084,3,D_named_road,nys_street,yes,low,97.97,text,Sequams Lane,"40.69689224988486, -73.31281422491602",,-73.31281422491602,40.69689224988486,10.5
2171543,3,D_route,nys_street,yes,medium,100,text,US Route 209,"41.500674226652144, -74.56083407622394",,-74.56083407622394,41.500674226652144,10.46
1088152,3,D_named_road,nys_street,yes,low,100,text,Riverside Station Road,"43.638240830063054, -73.92435367661979",,-73.92435367661979,43.638240830063054,10.43
2179175,3,D_named_road,nys_street,yes,low,100,text,Elm Lake Road,"43.501826446180104, -74.36434687333012",,-74.36434687333012,43.501826446180104,10.39
1102151,3,D_route,nys_street,yes,medium,100,text,Rt 16,"42.003461382710384, -78.52068087767928",,-78.52068087767928,42.003461382710384,10.35
1088024,3,D_route,nys_street,yes,medium,100,text,Route 23,"42.3034785691375, -74.33333364385591",,-74.33333364385591,42.3034785691375,10.33
1090930,3,D_route,nys_street,yes,medium,100,text,Route 23,"42.3034785691375, -74.33333364385591",,-74.33333364385591,42.3034785691375,10.33
1093130,4,D_named_road,nys_street,yes,low,100,text,South Amundsen Lane,"41.099795355642556, -74.1245605511397",,-74.1245605511397,41.099795355642556,10.25
1088044,3,D_named_road,nys_street,yes,low,100,text,Dippikill Road,"43.54498478719819, -73.86744461501534",,-73.86744461501534,43.54498478719819,10.23
1090125,3,D_route,nys_street,yes,medium,100,text,State Route 417,"42.087226422372886, -78.06099878143598",,-78.06099878143598,42.087226422372886,10.21
1096399,3,D_named_road,nys_street,yes,low,100,text,Main Street,"43.7076537700619, -75.40492353357483",,-75.40492353357483,43.7076537700619,10.21
1094877,3,D_named_road,nys_street,yes,low,100,text,Mt. Hope Rd,"41.435803388434095, -74.49661365670163",,-74.49661365670163,41.435803388434095,10.18
1094638,3,D_named_road,nys_street,yes,low,100,text,Woodbattle Road,"43.80305669331551, -75.69002220298543",,-75.69002220298543,43.80305669331551,10.13
1091250,3,D_route,nys_street,yes,medium,100,text,State Route 31,"43.154909309108106, -75.97159836440929",,-75.97159836440929,43.154909309108106,10.09
1096855,3,D_route,nys_street,yes,medium,100,text,State Route 31,"43.154909309108106, -75.97159836440929",,-75.97159836440929,43.154909309108106,10.09
2179180,3,D_route,nys_street,yes,medium,100,text,Route 30,"43.50432771012205, -74.36674278162214",,-74.36674278162214,43.50432771012205,10.09
1088402,3,D_route,nys_street,yes,medium,100,text,CR 16,"42.771492519058576, -77.33981561741314",,-77.33981561741314,42.771492519058576,10.08
1094859,3,D_named_road,nys_street,yes,low,97.97,text,George Rd,"42.336306479377974, -77.90869872335043",,-77.90869872335043,42.336306479377974,10.05
1096338,3,D_named_road,nys_street,yes,low,100,text,West River Road,"42.001393469211436, -76.46431929843564",,-76.46431929843564,42.001393469211436,10.02
1094692,4,B_address,nys_address,yes,high,99.75,text,37 Main Street,"43.03816231229769, -76.3095059015139",37 Main Street,-76.3095059015139,43.03816231229769,10.01
1094771,4,C_intersection,census,yes,medium,100,text,Midland Ave and Old Mountain Road,"41.106897663757, -73.92118355459",,-73.92118355459,41.106897663757,10
2144258,3,D_named_road,nys_street,yes,low,100,text,Highland Ave,"41.935753430025635, -74.91766278369722",,-74.91766278369722,41.935753430025635,9.99
2171439,3,D_route,nys_street,yes,medium,100,text,Route 97,"41.48366543289153, -74.9835897969964",,-74.9835897969964,41.48366543289153,9.97
1105035,3,D_named_road,nys_street,yes,low,100,text,Blue Mtn Rd,"44.6246749590331, -74.4998259237059",,-74.4998259237059,44.6246749590331,9.91
1091931,4,D_named_road,nys_street,yes,low,100,text,Belt Parkway,"40.664863320867426, -73.82265639423176",,-73.82265639423176,40.664863320867426,9.79
1092613,4,D_named_road,nys_street,yes,low,100,text,Belt Parkway,"40.664863320867426, -73.82265639423176",,-73.82265639423176,40.664863320867426,9.79
1092628,4,D_named_road,nys_street,yes,low,100,text,Belt Parkway,"40.664863320867426, -73.82265639423176",,-73.82265639423176,40.664863320867426,9.79
1099028,4,D_named_road,nys_street,yes,low,100,text,Belt Parkway,"40.664863320867426, -73.82265639423176",,-73.82265639423176,40.664863320867426,9.79
1099498,4,D_named_road,nys_street,yes,low,100,text,Belt Parkway,"40.664863320867426, -73.82265639423176",,-73.82265639423176,40.664863320867426,9.79
1104178,3,D_named_road,nys_street,yes,low,100,text,Bellhaven Road,"40.7697042705132, -72.9330540936858",,-72.9330540936858,40.7697042705132,9.78
1094772,4,D_named_road,nys_street,yes,low,100,text,Lexow Ave,"41.112211448328026, -73.92032143224111",,-73.92032143224111,41.112211448328026,9.77
2171505,3,D_named_road,nys_street,yes,low,100,text,Cottage Street,"41.93072052434847, -74.91454180748363",,-74.91454180748363,41.93072052434847,9.77
1096064,3,D_named_road,nys_street,yes,low,100,text,Stage Road,"42.95885762567979, -73.43269042091332",,-73.43269042091332,42.95885762567979,9.75
1101695,4,D_named_road,nys_street,yes,low,100,text,Water Street,"41.161985349838176, -73.86853505382591",,-73.86853505382591,41.161985349838176,9.71
2144176,3,B_address,nys_address,yes,high,100,text,46 McIntosh Rd,"41.80146484161587, -74.68717854740578",,-74.68717854740578,41.80146484161587,9.71
1100337,3,D_named_road,nys_street,yes,low,100,text,Pine Kill Road,"41.52888857063253, -74.58303900459617",,-74.58303900459617,41.52888857063253,9.69
1100511,3,D_named_road,nys_street,yes,low,100,text,Carroll Hill Road,"42.19489256482266, -75.2923429466844",,-75.2923429466844,42.19489256482266,9.67
1096951,3,A_coords,parse,yes,high,,description...action_description,,"42.046675, -74.276692",,-74.276692,42.046675,9.65
2178813,3,D_named_road,nys_street,yes,low,100,text,Gray Road,"42.26603654736144, -75.02554660578534",,-75.02554660578534,42.26603654736144,9.61
1096954,3,A_coords,parse,yes,high,,description...action_description,,"42.044875, -74.278414",,-74.278414,42.044875,9.56
1103396,4,B_address,census,yes,high,100,text,200 Scarborough Station Road,"41.135136360602, -73.865178575151",200 Scarborough Station Road,-73.865178575151,41.135136360602,9.54
1104080,3,D_named_road,nys_street,yes,low,97.97,text,Beach Street,"40.70496528620233, -73.30275322210704",,-73.30275322210704,40.70496528620233,9.52
1091907,4,D_named_road,nys_street,yes,low,100,text,Queens Street,"40.74802049723412, -73.93973386789303",,-73.93973386789303,40.74802049723412,9.5
1091908,4,D_named_road,nys_street,yes,low,100,text,Queens Street,"40.74802049723412, -73.93973386789303",,-73.93973386789303,40.74802049723412,9.5
1091910,4,D_named_road,nys_street,yes,low,100,text,Queens Street,"40.74802049723412, -73.93973386789303",,-73.93973386789303,40.74802049723412,9.5
1091911,4,D_named_road,nys_street,yes,low,100,text,Queens Street,"40.74802049723412, -73.93973386789303",,-73.93973386789303,40.74802049723412,9.5
1103969,3,D_named_road,nys_street,yes,low,100,text,Valley Lane,"41.33418645449028, -73.90467046354327",,-73.90467046354327,41.33418645449028,9.43
1103974,3,D_named_road,nys_street,yes,low,100,text,Valley Lane,"41.33418645449028, -73.90467046354327",,-73.90467046354327,41.33418645449028,9.43
1104992,3,D_named_road,nys_street,yes,low,100,text,Canoga Island Rd,"42.861530569293805, -76.73603333253288",,-76.73603333253288,42.861530569293805,9.42
1089705,3,D_route,nys_street,yes,medium,100,text,Route 18,"42.003916382963766, -78.11584782016712",,-78.11584782016712,42.003916382963766,9.39
1096007,3,D_route,nys_street,yes,medium,100,text,Route 18,"42.003916382963766, -78.11584782016712",,-78.11584782016712,42.003916382963766,9.39
1088108,3,D_named_road,nys_street,yes,low,100,text,River Road,"43.39045279741742, -73.87722767215945",,-73.87722767215945,43.39045279741742,9.38
1103104,4,D_route,nys_street,yes,medium,100,text,Rt 158,"42.753919718494224, -73.9852246078951",,-73.9852246078951,42.753919718494224,9.32
1098558,3,A_coords,parse,yes,high,,description...action_description,,"42.1039, -74.5258",,-74.5258,42.1039,9.31
1090141,3,D_named_road,nys_street,yes,low,97.97,text,Turnpike Road,"42.300012495605976, -77.88233275954211",,-77.88233275954211,42.300012495605976,9.31
1091597,3,D_named_road,nys_street,yes,low,100,text,Lake Road,"43.23480761405708, -77.53408354175983",,-77.53408354175983,43.23480761405708,9.31
1094863,3,D_named_road,nys_street,yes,low,97.97,text,Turnpike Rd,"42.300012495605976, -77.88233275954211",,-77.88233275954211,42.300012495605976,9.31
1100597,3,D_named_road,nys_street,yes,low,100,text,Lake Road,"43.23480761405708, -77.53408354175983",,-77.53408354175983,43.23480761405708,9.31
1092496,4,B_address,nys_address,yes,high,100,text,520 First Ave,"40.74140578435206, -73.97501695471585",520 First Ave,-73.97501695471585,40.74140578435206,9.28
1099059,4,B_address,nys_address,yes,high,100,text,520 First Ave,"40.74140578435206, -73.97501695471585",520 First Ave,-73.97501695471585,40.74140578435206,9.28
1101691,4,C_intersection,census,yes,medium,100,text,Rockledge Avenue and Revolutionary Road St,"41.144760654386, -73.863831070685",,-73.863831070685,41.144760654386,9.28
1093128,4,D_named_road,nys_street,yes,low,100,text,Brookside Avenue,"41.110440362765424, -74.11943954710563",,-74.11943954710563,41.110440362765424,9.25
1100101,3,D_named_road,nys_street,yes,low,100,text,Krumkill Road,"42.665576360442856, -73.85295660031738",,-73.85295660031738,42.665576360442856,9.25
1099362,3,A_coords,parse,yes,high,,description...action_description,,"41.927073, -74.380699",,-74.380699,41.927073,9.24
1103425,3,D_route,nys_street,yes,medium,97.46,text,Route 118,"41.34516290671015, -73.7552975405372",,-73.7552975405372,41.34516290671015,9.23
1100376,3,D_named_road,nys_street,yes,low,100,text,Marsh Rd,"41.65693240707226, -74.60895638824685",,-74.60895638824685,41.65693240707226,9.21
1105027,3,D_named_road,nys_street,yes,low,100,text,California Rd,"44.699967956628456, -74.21314677682334",,-74.21314677682334,44.699967956628456,9.2
1096949,3,A_coords,parse,yes,high,,description...action_description,,"42.105546, -74.289716",,-74.289716,42.105546,9.19
1099601,4,A_coords,parse,yes,high,,description...action_description,,"41.966257, -74.294853",,-74.294853,41.966257,9.19
1104184,3,D_named_road,nys_street,yes,low,100,text,Montauk Highway,"40.774210333534164, -72.9430072326228",,-72.9430072326228,40.774210333534164,9.14
1099603,4,A_coords,parse,yes,high,,description...action_description,,"41.967102, -74.286986",,-74.286986,41.967102,9.09
1099605,4,A_coords,parse,yes,high,,description...problem_statement,,"41.967746, -74.283762",,-74.283762,41.967746,9.09
1104065,3,D_route,nys_street,yes,medium,100,text,Route 301,"41.453060444165295, -73.83694746176346",,-73.83694746176346,41.453060444165295,9.05
1099613,4,A_coords,parse,yes,high,,description...action_description,,"41.882993, -74.14965",,-74.14965,41.882993,9.03
1096075,3,D_named_road,nys_street,yes,low,100,text,Crofoot Hill Road,"43.59763076103738, -75.49247918879226",,-75.49247918879226,43.59763076103738,9.02
1096076,3,D_named_road,nys_street,yes,low,100,text,Crofoot Hill Road,"43.59763076103738, -75.49247918879226",,-75.49247918879226,43.59763076103738,9.02
1096079,3,D_named_road,nys_street,yes,low,100,text,Crofoot Hill Road,"43.59763076103738, -75.49247918879226",,-75.49247918879226,43.59763076103738,9.02
1104082,3,B_address,nys_address,yes,high,97.97,text,100 Beach Dr,"40.68543904231692, -73.29006429594696",100 Beach Dr,-73.29006429594696,40.68543904231692,9.01
1097383,3,A_coords,parse,yes,high,,description...action_description,,"41.86606, -74.266728",,-74.266728,41.86606,9
1100374,3,D_route,nys_street,yes,medium,100,text,Route 97,"41.85305547191993, -75.13623898655116",,-75.13623898655116,41.85305547191993,8.98
1099539,4,D_named_road,nys_street,yes,low,100,text,Borden Avenue,"40.741699425141576, -73.95739823261516",,-73.95739823261516,40.741699425141576,8.94
1090138,3,D_named_road,nys_street,yes,low,97.97,text,Miller Road,"42.31129940547678, -77.88551780820892",,-77.88551780820892,42.31129940547678,8.93
1102518,3,D_named_road,nys_street,yes,low,100,text,Houghton Hill Rd,"42.698394370228364, -76.26943645151854",,-76.26943645151854,42.698394370228364,8.89
1096627,3,D_named_road,nys_street,yes,low,100,text,Valley Falls Rd,"42.94248144293067, -73.55987845460895",,-73.55987845460895,42.94248144293067,8.86
1100528,3,D_route,nys_street,yes,medium,100,text,Route 23,"42.37104258619838, -74.50749481183105",,-74.50749481183105,42.37104258619838,8.85
1098870,3,D_named_road,nys_street,yes,low,100,text,Bailey Hill Road,"42.11905331099043, -79.69153925192715",,-79.69153925192715,42.11905331099043,8.82
1097489,3,D_named_road,nys_street,yes,low,100,text,Main Street,"42.94478314174201, -74.28837396087118",,-74.28837396087118,42.94478314174201,8.75
1104904,3,D_named_road,nys_street,yes,low,100,text,True Brook Rd,"44.62497558717798, -73.91073061782672",,-73.91073061782672,44.62497558717798,8.71
1105042,3,D_named_road,nys_street,yes,low,100,text,True Brook Rd,"44.62497558717798, -73.91073061782672",,-73.91073061782672,44.62497558717798,8.71
1093250,3,A_coords,parse,yes,high,,description...action_description,,"42.014197, -74.076239",,-74.076239,42.014197,8.68
1097148,3,D_route,nys_street,yes,medium,100,text,Route 82,"41.70420054180326, -73.74872452984978",,-73.74872452984978,41.70420054180326,8.65
1093290,3,D_named_road,nys_street,yes,low,100,text,Blatchley Road,"42.00914745951553, -75.73461620731136",,-75.73461620731136,42.00914745951553,8.63
2144172,3,B_address,nys_address,yes,high,100,text,28 Goodwin Rd,"41.662283639411356, -74.60346551344139",,-74.60346551344139,41.662283639411356,8.61
1093916,3,D_named_road,nys_street,yes,low,100,text,Main Street,"42.951038637435104, -74.29118070620405",,-74.29118070620405,42.951038637435104,8.6
1096662,3,B_address,nys_address,yes,high,100,text,8410 Effley Falls Rd,"43.92032701192539, -75.27874868210142",8410 Effley Falls Rd,-75.27874868210142,43.92032701192539,8.56
1097487,3,D_named_road,nys_street,yes,low,100,text,Brown Place,"42.94379157905975, -74.28599571706928",,-74.28599571706928,42.94379157905975,8.53
2178820,3,D_named_road,nys_street,yes,low,100,text,Russell Road,"42.275345812764506, -75.17810605474726",,-75.17810605474726,42.275345812764506,8.5
2179016,3,D_named_road,nys_street,yes,low,100,text,Snyder Lane,"42.855259696700934, -73.89999056331017",,-73.89999056331017,42.855259696700934,8.5
1105052,3,D_named_road,nys_street,yes,low,100,text,Rumsey Hill Road,"42.14016450088205, -76.61270039303737",,-76.61270039303737,42.14016450088205,8.46
1098546,3,A_coords,parse,yes,high,,description...action_description,,"42.111111, -74.553514",,-74.553514,42.111111,8.45
1098553,3,A_coords,parse,yes,high,,description...action_description,,"42.01908, -74.7034",,-74.7034,42.01908,8.42
1104943,3,D_route,nys_street,yes,medium,100,text,County Rt 8,"43.36420960149121, -76.47090432445856",,-76.47090432445856,43.36420960149121,8.42
1102346,3,D_named_road,nys_street,yes,low,100,text,Yates-Carlton Townline Road,"43.314852232701426, -78.31027459674168",,-78.31027459674168,43.314852232701426,8.41
1096398,3,D_named_road,nys_street,yes,low,100,text,East Martinsburg Road,"43.76809171759069, -75.4386801744311",,-75.4386801744311,43.76809171759069,8.39
1097026,3,D_named_road,nys_street,yes,low,97.97,text,Platte Clove Road,"42.132617565641866, -74.08191560000557",,-74.08191560000557,42.132617565641866,8.37
1092303,4,D_named_road,nys_street,yes,low,100,text,West Street,"40.710862617669456, -74.01468709086761",,-74.01468709086761,40.710862617669456,8.36
2171423,3,D_named_road,nys_street,yes,low,100,text,Plank Road,"41.59565044941164, -74.7723108306594",,-74.7723108306594,41.59565044941164,8.31
2171424,3,D_named_road,nys_street,yes,low,100,text,Plank Road,"41.59565044941164, -74.7723108306594",,-74.7723108306594,41.59565044941164,8.31
1098545,3,A_coords,parse,yes,high,,description...action_description,,"42.11084, -74.55639",,-74.55639,42.11084,8.3
1098654,3,D_route,nys_street,yes,medium,100,text,NYS Route 51,"42.98674794059099, -75.07627363552758",,-75.07627363552758,42.98674794059099,8.26
1098655,3,D_route,nys_street,yes,medium,100,text,NYS Route 51,"42.98674794059099, -75.07627363552758",,-75.07627363552758,42.98674794059099,8.26
1098661,3,D_route,nys_street,yes,medium,100,text,NYS Route 51,"42.98674794059099, -75.07627363552758",,-75.07627363552758,42.98674794059099,8.26
1098544,3,A_coords,parse,yes,high,,description...action_description,,"42.017847, -74.7004",,-74.7004,42.017847,8.24
2171462,3,D_named_road,nys_street,yes,low,100,text,Lebanon Road,"41.56726342213675, -74.79923285485977",,-74.79923285485977,41.56726342213675,8.24
1602110,3,B_address,census,yes,high,100,text,874 Lattabrook Road,"42.148393471208, -76.742532772547",,-76.742532772547,42.148393471208,8.22
2171486,3,D_route,nys_street,yes,medium,100,text,Route 55,"41.82081986001329, -74.66253204488152",,-74.66253204488152,41.82081986001329,8.21
2171489,3,D_route,nys_street,yes,medium,100,text,Route 55,"41.82081986001329, -74.66253204488152",,-74.66253204488152,41.82081986001329,8.21
2171491,3,D_route,nys_street,yes,medium,100,text,Route 55,"41.82081986001329, -74.66253204488152",,-74.66253204488152,41.82081986001329,8.21
1097381,3,A_coords,parse,yes,high,,description...action_description,,"41.873512, -74.264204",,-74.264204,41.873512,8.17
1095386,3,D_named_road,nys_street,yes,low,100,text,Transit Rd,"43.086075752087716, -78.69689583597489 | Woodland Park, S Transit Rd",,-78.69689583597489,43.086075752087716,8.16
1102395,3,D_route,nys_street,yes,medium,100,text,Route 31,"43.229210567159456, -78.31050696657924",,-78.31050696657924,43.229210567159456,8.15
1095701,3,D_named_road,nys_street,yes,low,100,text,Kroetch Road,"43.321894650955215, -73.93558364395862",,-73.93558364395862,43.321894650955215,8.14
2178812,3,D_route,nys_street,yes,medium,100,text,Route 28,"42.34539207605442, -74.92918984524172",,-74.92918984524172,42.34539207605442,8.14
1093427,3,D_route,nys_street,yes,medium,100,text,Route 209,"41.68314649958276, -74.42406176850366",,-74.42406176850366,41.68314649958276,8.13
1103686,3,D_named_road,nys_street,yes,low,100,text,West State Road,"42.53645061421578, -76.26090420167031",,-76.26090420167031,42.53645061421578,8.08
1097839,4,B_address,nys_address,yes,high,100,text,22 Cortlandt Street,"40.71023183875211, -74.0106910466525",22 Cortlandt Street,-74.0106910466525,40.71023183875211,8.06
2171410,3,D_named_road,nys_street,yes,low,100,text,Mongaup Road,"41.742448455644634, -74.7013748385389",,-74.7013748385389,41.742448455644634,8.05
1099365,3,A_coords,parse,yes,high,,description...action_description,,"41.940508, -74.582944",,-74.582944,41.940508,8.03
1094500,3,D_named_road,nys_street,yes,low,100,text,West River Road,"42.001393469211436, -76.46431929843564",,-76.46431929843564,42.001393469211436,8.03
1103572,3,D_named_road,nys_street,yes,low,100,text,Mill Street,"42.86172454555584, -76.57406737067745",,-76.57406737067745,42.86172454555584,8.03
1088387,3,D_route,nys_street,yes,medium,100,text,State Route 14,"43.01283118977821, -76.98412090367015",,-76.98412090367015,43.01283118977821,8.01
1104682,3,D_named_road,nys_street,yes,low,100,text,"North Pole
Road","42.8376356787397, -73.59573854219254",,-73.59573854219254,42.8376356787397,7.99
1104756,3,D_named_road,nys_street,yes,low,100,text,"North
Pole Rd","42.8376356787397, -73.59573854219254",,-73.59573854219254,42.8376356787397,7.99
1097895,4,B_address,nys_address,yes,high,100,text,520 Kingsland Ave,"40.734289030892384, -73.9433721456279",520 Kingsland Ave,-73.9433721456279,40.734289030892384,7.98
1096259,3,D_named_road,nys_street,yes,low,100,text,Ryan Road,"43.511078644010524, -75.75886223882335",,-75.75886223882335,43.511078644010524,7.97
1098970,4,B_address,nys_address,yes,high,100,text,125 Worth Street,"40.71548418982963, -74.00249670725098",125 Worth Street,-74.00249670725098,40.71548418982963,7.97
1091747,4,B_address,nys_address,yes,high,100,text,100 Centre Street,"40.71607972213857, -74.00116987288274",100 Centre Street,-74.00116987288274,40.71607972213857,7.95
1097867,4,B_address,nys_address,yes,high,100,text,100 Centre Street,"40.71607972213857, -74.00116987288274",100 Centre Street,-74.00116987288274,40.71607972213857,7.95
1091226,3,D_named_road,nys_street,yes,low,100,text,Dublin Road,"42.70610639732274, -75.84391536577604",,-75.84391536577604,42.70610639732274,7.91
1099340,3,D_named_road,nys_street,yes,low,100,text,Dublin Road,"42.70610639732274, -75.84391536577604",,-75.84391536577604,42.70610639732274,7.91
1094780,3,D_named_road,nys_street,yes,low,100,text,Webster Road,"42.39691334601407, -79.40768323100714",,-79.40768323100714,42.39691334601407,7.9
1100360,3,D_route,nys_street,yes,medium,100,text,Rt 97,"41.460538361222945, -74.89528478069899",,-74.89528478069899,41.460538361222945,7.89
2171464,3,D_route,nys_street,yes,medium,100,text,Route 97,"41.460538361222945, -74.89528478069899",,-74.89528478069899,41.460538361222945,7.89
2171465,3,D_route,nys_street,yes,medium,100,text,Route 97,"41.460538361222945, -74.89528478069899",,-74.89528478069899,41.460538361222945,7.89
2171466,3,D_route,nys_street,yes,medium,100,text,Route 97,"41.460538361222945, -74.89528478069899",,-74.89528478069899,41.460538361222945,7.89
2171467,3,D_route,nys_street,yes,medium,100,text,Route 97,"41.460538361222945, -74.89528478069899",,-74.89528478069899,41.460538361222945,7.89
1099361,3,A_coords,parse,yes,high,,description...action_description,,"41.888714, -74.445282",,-74.445282,41.888714,7.87
1099599,4,A_coords,parse,yes,high,,description...action_description,,"41.936805, -74.327627",,-74.327627,41.936805,7.87
1098484,3,D_named_road,nys_street,yes,low,100,text,Woodland Drive,"41.91166651732825, -74.04957755627021",,-74.04957755627021,41.91166651732825,7.85
1096265,3,D_named_road,nys_street,yes,low,100,text,Fox Road,"42.90515655102476, -76.2581762907081",,-76.2581762907081,42.90515655102476,7.82
1099696,3,D_route,nys_street,yes,medium,100,text,Route 414,"43.15388658525807, -76.87836545343836",,-76.87836545343836,43.15388658525807,7.8
1602068,3,D_named_road,nys_street,yes,low,100,text,The Kinner Hill Road,"42.010544394235936, -76.9632934538853",,-76.9632934538853,42.010544394235936,7.8
1095505,3,D_named_road,nys_street,yes,low,100,text,Boyack Road,"42.80111424582099, -73.76910185504245",,-73.76910185504245,42.80111424582099,7.77
1099785,3,D_named_road,nys_street,yes,low,100,text,Petticoat Lane,"41.57283939673828, -74.40979869784027",,-74.40979869784027,41.57283939673828,7.75
1104481,4,C_intersection,census,yes,medium,100,text,Fassett Road and Hoffman St,"42.091713586546, -76.826139557647",,-76.826139557647,42.091713586546,7.75
1093267,3,A_coords,parse,yes,high,,description...action_description,,"42.056681, -74.258921",,-74.258921,42.056681,7.73
1091633,4,D_named_road,nys_street,yes,low,100,text,Mott Street,"40.71498832449254, -73.99886444147364",,-73.99886444147364,40.71498832449254,7.73
1092028,4,D_named_road,nys_street,yes,low,100,text,South Street,"40.701356912038854, -74.01479493933742",,-74.01479493933742,40.701356912038854,7.73
1096484,3,D_named_road,nys_street,yes,low,100,text,Osceola Road,"43.49270633578548, -75.65522249786518",,-75.65522249786518,43.49270633578548,7.73
1099121,4,D_named_road,nys_street,yes,low,100,text,South Street,"40.701356912038854, -74.01479493933742",,-74.01479493933742,40.701356912038854,7.73
1092013,4,B_address,nys_address,yes,high,100,text,44 Beaver Street,"40.70499897430754, -74.01085733119683",44 Beaver Street,-74.01085733119683,40.70499897430754,7.7
1093131,4,D_named_road,nys_street,yes,low,100,text,Laura Drive,"41.10808140646623, -74.0946815549319",,-74.0946815549319,41.10808140646623,7.7
1097764,4,B_address,nys_address,yes,high,100,text,44 Beaver Street,"40.70499897430754, -74.01085733119683",44 Beaver Street,-74.01085733119683,40.70499897430754,7.7
1100245,4,D_named_road,nys_street,yes,low,100,text,Laura Drive,"41.10808140646623, -74.0946815549319",,-74.0946815549319,41.10808140646623,7.7
1102291,3,D_named_road,nys_street,yes,low,100,text,Raub Road,"42.27542770956084, -78.41636971730995",,-78.41636971730995,42.27542770956084,7.68
1105262,3,D_named_road,nys_street,yes,low,100,text,Western Turnpike,"42.7474086784757, -74.03864973853469",,-74.03864973853469,42.7474086784757,7.67
2144175,3,D_named_road,nys_street,yes,low,100,text,Hasbrouck Rd,"41.80666147766447, -74.62626574061629",,-74.62626574061629,41.80666147766447,7.66
1103666,3,D_named_road,nys_street,yes,low,100,text,Coolidge Ave,"40.6929043212181, -73.42255140168825",,-73.42255140168825,40.6929043212181,7.62
1096126,3,D_named_road,nys_street,yes,low,100,text,Hulbert Hollow Road,"42.26889150684547, -76.53493833583578",,-76.53493833583578,42.26889150684547,7.6
1096127,3,D_named_road,nys_street,yes,low,100,text,Hulbert Hollow Road,"42.26889150684547, -76.53493833583578",,-76.53493833583578,42.26889150684547,7.6
1096129,3,D_named_road,nys_street,yes,low,100,text,Hulbert Hollow Road,"42.26889150684547, -76.53493833583578",,-76.53493833583578,42.26889150684547,7.6
1102117,3,D_route,nys_street,yes,medium,100,text,State Route 417,"42.007563319494764, -78.29834297937654",,-78.29834297937654,42.007563319494764,7.6
1095078,3,C_intersection,census,yes,medium,100,text,East Lake Road and Wesley Road,"42.725151497725, -77.501571293974",,-77.501571293974,42.725151497725,7.58
1088145,3,D_named_road,nys_street,yes,low,100,text,The Yaw Road,"43.79275185616534, -73.52118260453128",,-73.52118260453128,43.79275185616534,7.57
1096084,3,B_address,nys_address,yes,high,100,text,3417 Walters Road,"43.10659329109189, -76.26869999116535",3417 Walters Road,-76.26869999116535,43.10659329109189,7.57
2179014,3,D_route,nys_street,yes,medium,97.97,text,Route 50,"42.904286957624755, -73.90328615605779",,-73.90328615605779,42.904286957624755,7.56
1100444,3,D_named_road,nys_street,yes,low,100,text,Voorhees Road,"43.15233469697733, -74.70784188476958",,-74.70784188476958,43.15233469697733,7.52
1100247,4,D_named_road,nys_street,yes,low,100,text,S. Monsey Road,"41.10143430956378, -74.08282446522232",,-74.08282446522232,41.10143430956378,7.51
1094943,3,D_named_road,nys_street,yes,low,100,text,High Barney Road,"41.43103140477004, -74.4472697050056",,-74.4472697050056,41.43103140477004,7.5
1088698,3,D_named_road,nys_street,yes,low,100,text,Clendening Road,"42.24082267994925, -75.67510162982227",,-75.67510162982227,42.24082267994925,7.47
1090260,3,D_named_road,nys_street,yes,low,100,text,Clendening Road,"42.24082267994925, -75.67510162982227",,-75.67510162982227,42.24082267994925,7.47
1096061,3,D_route,nys_street,yes,medium,100,text,County Route 67,"42.951508200808206, -73.39062915636136",,-73.39062915636136,42.951508200808206,7.47
1099271,3,D_named_road,nys_street,yes,low,100,text,Milltown Road,"41.51251943444154, -73.71477448727101",,-73.71477448727101,41.51251943444154,7.47
1094786,3,D_route,nys_street,yes,medium,100,text,State Route 54,"42.36312869005737, -77.29099892281286",,-77.29099892281286,42.36312869005737,7.43
1098845,3,C_intersection,census,yes,medium,100,text,Orchard Road and Southwestern Drive Dr,"42.083613692792, -79.295014275468",,-79.295014275468,42.083613692792,7.42
1091050,3,D_named_road,nys_street,yes,low,100,text,Second St,"43.01655456443812, -75.05430905013573",,-75.05430905013573,43.01655456443812,7.41
1098658,3,D_named_road,nys_street,yes,low,100,text,Second St,"43.01655456443812, -75.05430905013573",,-75.05430905013573,43.01655456443812,7.41
