show_id,name,dj_id,department,icon,description,legacy_schedule_ids
317,ZonerMusec,846,Rock,Pick,"Who owns music? Not record labels, not us, not even the artists themselves. Music is energy that comes in different forms; whether it's an artist making it, or listeners taking it in. Our only job is to keep that energy flowing at all times so that someone in need can use that energy as their muse. By sharing constantly, you allow others to share your vibe, be on your level, share your Zone.",579
318,,845,Hip-Hop/R&B,Microphone,,580 609 610 611
319,My Weekly Shot,848,Rock,Pick,,581
320,Punk Rock Wake Up,849,Rock,Pick,,583
321,Radio 21: Broadcasting From the Future,850,Electronic,Sliders,"Radio Twenty-First Century; Broadcasts from the future, with your host MC ESCHER, bringing you the waves of the future. Sit back, relax, and let your mind Sync.",584
322,,852,Electronic,Sliders,,585 621
323,Kool Out Sundaze,854,Hip-Hop/R&B,Microphone,"Fusion of Hip Hop/Reggae/Soca all into one big glorius show bringing you all the best music has to offer, with enticing topics and fiery discussions.",586
324,Admit Nothing; Deny Everything.,855,Rock,Pick,,587
325,The Swing Era,851,Jazz,Note,,588
326,Wake up With Casey,856,News,Newspaper,,589
327,Oblivia,857,Rock,Pick,,590
328,The Kind of Show You Take Home To Mom Show,858,Rock,Pick,"This is the kind of show you take home to meet your parents, so tune in!",591
329,Is that right?,859,Rock,Pick,,592
330,Hangover Radio,860,Rock,Pick,,593
331,Metal Noon,861,Metal,Bolt,"Mondays suck, but they don't have to! Listen to my show for some of the best in modern metal, and re-live the classics of yesteryear! \m/",594
332,Can?,862,Specialty,Star,i now play music without profanity.,595
333,MUSIC,863,Rock,Pick,,596
334,AutoNATION,773,Rock,Pick,A different theme every week. It's late so I get experiment with music that may not fit into my normal 10pm slot.,597
335,Show Name,810,Hip-Hop/R&B,Microphone,,598
336,Lost in the Woods Radio 3: Lost Hard with a Vengence,832,Rock,Pick,ADK Tim's after hours automation show. Way more experimental and crazy stuff here.,599
337,Training Show,834,Rock,Pick,,600
338,Peanut Butter & Jamz,845,Hip-Hop/R&B,Microphone,,601
339,BOOM BAP RADIO,803,Hip-Hop/R&B,Microphone,Hip Hop Instrumentals and True School Boom Bap Tracks !!!-,602
340,Infinite Wingman with John and Sam,855,Rock,Pick,"We collide the alternative rock spectrum weekly, and showcase the notable. Served up hot with a side order of political propaganda and current trends. It's perfectly orchestrated madness. Are you ready?",603
341,The Perfect Mix with John Gentile,852,Specialty,Star,Your feel good vibe in an uncertain time.,604
342,Off Air For Transmitter Maintenance,710,Rock,Pick,Synth/electronic and new wave from all decades.,605
343,,867,Rock,Pick,"A whiplash of alt rock, electronic, ambient, hip-hop, turntablism, italo disco, not-so-classic rock, psychedelic, minimal, avant garde, meta-music, and whatever else...",606
344,90s Point Nine,754,Rock,Pick,,607
345,You really don't want to listen to this,865,Rock,Pick,,608
346,climb the ladder,847,Rock,Pick,,612
347,Safecamp Radio,868,Rock,Pick,the sounds of brown,614
348,The Weekly Compass,869,World,Globe,"Featuring over 100 artists from 31 different countries around the globe, The Weekly Compass is intended to expose its listeners to a wide range of different styles resembling different tastes from around the world.",615
349,THE WHITE NOISE,870,Rock,Pick,The blank canvas for thematic tunes.,616
350,say hay,871,Rock,Pick,,617
351,haris plays music,872,Rock,Pick,,618
352,The no show.,873,Rock,Pick,There aren't any bands out there with musical talent.,620
353,WCDB Weekend Sports Spotlight,875,Sports,Trophy,,622
354,,876,Hip-Hop/R&B,Microphone,,623
355,Midnight Marauders,877,Hip-Hop/R&B,Microphone,,624
356,Through the Wormhole with Rogue Leader,878,Rock,Pick,,625
357,Show Name,846,Specialty,Star,,626
358,Serotonin Smart Bomb,880,Rock,Pick,dog-shit rock and roll,627
359,Show Name,881,Sports,Trophy,,628
360,#Hyp3LifeRadio,899,Hip-Hop/R&B,Microphone,,649
361,Show Name,882,Rock,Pick,,629
362,Good Things,883,Rock,Pick,,630
363,Electric Capital,884,Electronic,Sliders,,631
364,DJ Milky's music hour for dumb babies,885,Rock,Pick,hahahahahahahaha listen to my music,632
365,lil bit of music,886,Rock,Pick,[lil bit],633
366,PUNK RAWK WITH COLE,887,Rock,Pick,,634
367,Metal in the Mornings,888,Metal,Bolt,"black coffee, black metal",635
368,(THE RE-HEAT) Waking up with HEAT,675,Rock,Pick,,636
369,Afternoon Delight,891,Rock,Pick,,637
370,Show Name,670,Specialty,Star,,638
371,Yutes Radio,892,Rock,Pick,,639
372,_Yutes Radio,893,Rock,Pick,,640
373,The Funky Chilled Out Get Down Show,890,Hip-Hop/R&B,Microphone,,641
374,Drop In and Drop Out,894,Rock,Pick,I hate the quarter of my show out of rotation.,642
375,Show Name,889,Hip-Hop/R&B,Microphone,,643
376,Music Without Borders,895,Specialty,Star,"Tune in for musical eclecticism; last Thursday of the month, it's Music Without Borders: All That's Jazz!",644
377,METAL WITH KEN,896,Metal,Bolt,,646
378,Banana Time With DJ Banana in Pajamas,897,Rock,Pick,Packed with Potassium and other vitamins to jump start your day.,647
379,Sweet Treats,898,Rock,Pick,"Yes, please have some.",648
380,#Hyp3LifeRadio After Hours,899,Hip-Hop/R&B,Microphone,,650 651
381,Soft Shock Radio,900,Rock,Pick,,652
382,MAADRASS RADIO,901,World,Globe,"REGGAE,DANCEHALL,SOCA,HIP HOP,NEW ORLEANS BOUNCE,PRETTY MUCH EVERYTHING REALLY, TUNE IN AND SEE FOR YOURSELF!",653
383,Bleeps and Some Bloops,902,Rock,Pick,I like the sound of glitching robots... and other stuff.,654
384,The Modern Age,903,Rock,Pick,,655
385,Infinite Loop Radio,904,Electronic,Sliders,The latest electronic for your Sunday morning.,656
386,We Do It In The Dark,906,Hip-Hop/R&B,Microphone,,657
387,Show Name,909,Electronic,Sliders,,658
388,The Farewell Tour,908,Rock,Pick,,659
389,Dream World,907,Hip-Hop/R&B,Microphone,"During my show I'll be playing songs from lesser known hip-hop artists. Occasionally, I will also play lesser known songs from mainstream hip-hop artists and other songs that deviate from the typical hip-hop structure.",660
390,that episode of scrubs where brendan fraser is diagnosed with leukemia,910,Rock,Pick,,661
391,in bad taste,911,Metal,Bolt,,662
392,The Voice Of UA,912,Hip-Hop/R&B,Microphone,For Booking: 347-463-3144 or SirTreyBenjamin@Gmail.com,663
393,The Ally G Show,913,Rock,Pick,,664
394,The Storm Cloud,914,Hip-Hop/R&B,Microphone,,665
395,Subtle Sounds,915,Rock,Pick,Come and enjoy the tunes... Nothing else needed its all provided by me!,666
396,The Show Name Pending Show,858,Rock,Pick,,667
397,,916,Rock,Pick,,668
398,Waking Up on Cloud City,917,Rock,Pick,"A mix of music and talk, featuring local, up and coming, and national artists.",669
399,Hostility Dose,918,Metal,Bolt,,670
400,In Memory of Zombie Greg,919,Rock,Pick,,671
401,2101 The Penthouse,920,Electronic,Sliders,,672
402,2101 The Penthouse,921,Electronic,Sliders,,673
403,2101 The Penthouse,922,Electronic,Sliders,,674
404,Show Name,923,Rock,Pick,,675
405,Show Name,924,Rock,Pick,,676
406,Show Name,925,Hip-Hop/R&B,Microphone,,677
407,,928,Sports,Trophy,,678
408,Audiodrome,931,Metal,Bolt,Quite a lot of subgenres.,680
409,,935,Rock,Pick,,681
410,,932,Hip-Hop/R&B,Microphone,,682
411,music or whatever,936,Rock,Pick,,683
412,The Jam,937,Rock,Pick,,684
413,Red Eye Radio,940,Rock,Pick,,685
414,,938,Specialty,Star,,686
415,Strange Quark Radio,930,Specialty,Star,,687
416,,934,Hip-Hop/R&B,Microphone,,688
417,Sunset Sounds,939,Rock,Pick,FCC Friendly Alternative! Playing what I think is good music :),689
418,,933,Hip-Hop/R&B,Microphone,,690
419,,945,Rock,Pick,,692
420,,957,Rock,Pick,,693
421,,956,Rock,Pick,,694
422,,955,Rock,Pick,,695
423,,946,Rock,Pick,,696
424,,944,Hip-Hop/R&B,Microphone,,697
425,Ctrl Alternative,953,Rock,Pick,,698
426,The Message,947,News,Newspaper,"Muscavage and Murphy bring you the latest coverage on your local, national and global news.",699
427,The Message w/ Muscavage & Murphy,948,News,Newspaper,"We have the most on the edge perspective when it comes to local, national, and global coverage and commentary.",700
428,some tunes to stare at the sun to,958,Rock,Pick,,701
429,,910,Specialty,Star,,706
430,,911,Specialty,Star,,707
431,Show Name,943,Specialty,Star,,709
432,couldn't think of something original,951,Hip-Hop/R&B,Microphone,,710
433,Training Show,880,Specialty,Star,,711
434,Show Name,937,Specialty,Star,,712
435,Show Name,950,Specialty,Star,,713
436,The Drip,959,Rock,Pick,,715
437,Show Name,960,News,Newspaper,,716
438,Show Name,961,Rock,Pick,,718
439,The Anti-Parent Culture Sound,962,Rock,Pick,,719
440,Rapsturbating,963,Hip-Hop/R&B,Microphone,,720
441,2 Hours of Waffles,965,Rock,Pick,"This show typically has acoustic, or hardcore music, definally a big mix bag of music.",721
442,Show Name,952,Specialty,Star,,722
443,Show Name,966,Specialty,Star,,723
444,Naptime,970,Rock,Pick,"A radio show hosted by DJ sleepyboy. Follow along @NapTimeWCDB. Listen live: 90.9fm/wcdbfm.com, every Tuesday 2-4pm est.",726
445,MR. Every Day presents Block Giants Raw & Uncut,839,Hip-Hop/R&B,Microphone,Block Giants Radio Raw & Uncut is a show dedicated to the Illest street MC's in Hip Hop old & New.,727
446,sick sad world,969,Rock,Pick,,728
447,Jaran,964,Rock,Pick,,729
448,Petals and Pop Punk,973,Rock,Pick,,730
449,The Training Show,961,Rock,Pick,,731
450,STAT Sports,975,Sports,Trophy,"Host Rob Lepelstat brings you passionate, unfiltered, and thought provoking sports talk every Friday morning 11am-12pm on the HOME of the Great Danes, WCDB Albany 90.9 FM and wcdbfm.com!",732
451,,953,Rock,Pick,,733
452,Show Name,978,Hip-Hop/R&B,Microphone,,734
453,Tea Time,979,Hip-Hop/R&B,Microphone,,735
454,Show Name,980,Hip-Hop/R&B,Microphone,,736
455,Awkward Tunage with Audra,984,Rock,Pick,Some strange things are happening.,737
456,The Antidote,982,Rock,Pick,,738
457,Sunshine and Waffles for Dinner,983,Rock,Pick,,739
458,,0,Hip-Hop/R&B,Microphone,,740
459,60's Lunch Hour,986,Rock,Pick,,741
460,Sunday Afternoon Seltzer Extravaganza,987,Rock,Pick,,742
461,Alex G's Show,988,Rock,Pick,,743
462,Show Name,988,Rock,Pick,,744
463,Show Name,989,Metal,Bolt,,745
464,Tea Time,981,Hip-Hop/R&B,Microphone,,746
465,The Pre Game Show,990,Hip-Hop/R&B,Microphone,Turning up for the new week!!!,747
466,Enter the Magical Mystery Chamber -with DJ Suh Dude,991,Specialty,Star,"A healthy mix of classics and new music, The Magical Mystery Chamber explores a wide variety of genre bending artists, with an emphasis on local artists. Each week there's a new theme that can be voted for on twitter every Tuesday @Liam_Mallon17",748
467,evening scramble,992,Rock,Pick,,749
468,Show Name,993,Rock,Pick,,750
469,The Midnight Mixer,994,Hip-Hop/R&B,Microphone,,751
470,IDK Sunday's,995,Hip-Hop/R&B,Microphone,#ItsMoreThanMusic,752
471,Show Name,976,Sports,Trophy,,753
472,Venus vs Mars,990,Hip-Hop/R&B,Microphone,,754
473,Show Name,981,Hip-Hop/R&B,Microphone,,755
474,Welcome to the Fridge Life,998,Electronic,Sliders,Tune in to hear live mixes of the most fire underground deep house tracks! You wont want to miss this!,756
475,,997,Rock,Pick,,757
476,Show Name,996,Hip-Hop/R&B,Microphone,,758
477,The Training Show,939,Rock,Pick,,760
478,Friday Evening Fizzy Water Phenomenon,987,Rock,Pick,,761
479,Synth City,999,Rock,Pick,,762
480,,1001,Rock,Pick,,763
481,,1000,Hip-Hop/R&B,Microphone,,764
482,Synth City,1002,Rock,Pick,,765
483,Radio Andy!,1003,Rock,Pick,,766
484,prop & welkin,1004,Electronic,Sliders,,767
485,Best Songs You've [N]ever Heard,1005,Rock,Pick,,768
486,DARK HOURS w/ DJ Kit Kat,1006,Specialty,Star,what the cool sad kids are listening too,769
487,The Moose Lounge,1007,Specialty,Star,Meeting with the brightest minds of a generation to tackle societal issues.,770
488,Jeanious Hour,1008,Hip-Hop/R&B,Microphone,Hip Hop W/ Everything Else in Between.,771
489,idk what genre this is either,1010,Rock,Pick,,772
490,Show Name,1009,Rock,Pick,,773
491,the roadhouse is proud to present...,1014,Rock,Pick,,774
492,Show Name,1013,Hip-Hop/R&B,Microphone,,775
493,Show Name,666,Specialty,Star,,776 808 809 810
494,Show Name,931,Specialty,Star,,777 778
495,Monday Morning Sports Update,1017,Specialty,Star,"If you love the bad parts of sports, this is the show for you.",779
496,Show Name,1016,Sports,Trophy,,780
497,Eccentricity,1012,Specialty,Star,,781
498,Show Name,1019,Specialty,Star,,782
499,Show Name,1011,Hip-Hop/R&B,Microphone,,783
500,La Bodega,1023,World,Globe,,784
501,not your mom's radio show,1024,Rock,Pick,,785
502,moderately moody mondays,1025,Rock,Pick,,786
503,Show Name,1027,Rock,Pick,,787
504,Why are you still awake?,1026,Rock,Pick,,788
505,The Red Sauce Special,1029,Rock,Pick,,789
506,Honey Time,1030,Rock,Pick,,790
507,Cosmic Background Radio,1031,Rock,Pick,,791
508,Hover Session,1032,Rock,Pick,,792
509,Audi-Opium,1028,Rock,Pick,"get your daily dose of dope tunes! ""audi-opium can i bust soliloquies? got the stuff mixed and mastered, both remedies. grab a spoonful, we stirrin up the pot, and you know i gotta serve it while its hot.""",793
510,Show Name,1033,Hip-Hop/R&B,Microphone,,794
511,200%,1035,Specialty,Star,"celebration of the nighttime. mix of techno, trap, house, hypnagogia, original compositions, outsider pop, ambient textures, and otherwise interesting music. hosted by artificial intelligence",795
512,the midnite collections,1037,Hip-Hop/R&B,Microphone,,796
513,vibe factory,1021,Electronic,Sliders,"smooth transitions, spinning vinyls, and tracks that you'll love both new & old",797
514,Adrift,1038,Specialty,Star,,798
515,Afternoons With Lola,1039,Rock,Pick,Just an upbeat fun time,799
516,Show Name,1037,Specialty,Star,,800
517,The (Usually) Chill Hours,1040,Jazz,Note,Come on in and listen to some jazz and more with DJ Josh!,801
518,Chill Out Session,1042,Rock,Pick,,802
519,Everywhere You Look,1034,Rock,Pick,Whatever happened to predictability?,803
520,,1044,Hip-Hop/R&B,Microphone,,804
521,Show Name,1046,Specialty,Star,,805
522,Show Name,1051,Specialty,Star,,806
523,DJ JD's Magical Metal Hour for TWO HOURS,1052,Metal,Bolt,my mom listens to this so its pretty cool ok,807
524,Show Name,1054,Rock,Pick,,811
525,DJ Crabmeat,1045,Rock,Pick,,812
526,Show Name,1043,Specialty,Star,,813
527,The Training Show,1010,Specialty,Star,,814
528,Show Name,944,Specialty,Star,,815
529,Jelly^^^Jams,1057,Specialty,Star,He comes in and plays the weirdest range of music since sliced bread. S.O.S He must be stopped.,816
530,The Witch Scene,1058,Rock,Pick,A special show with a different theme each week. Primarily focuses on noisy and underground genres of alternative rock.,817
531,,1055,Electronic,Sliders,,818 924
532,Rotation Talk Show!,1035,Specialty,Star,A show where DJs discuss new music releases and rotation albums.,819
533,The Wake Up Call,1061,Rock,Pick,,820
534,sunday night is the new friday night,1056,Rock,Pick,,821
535,DJ CHizZzik's Show,1063,Hip-Hop/R&B,Microphone,,822
536,Real Saad Boi Hours,1059,Hip-Hop/R&B,Microphone,,823
537,The Broken Record Show,1062,Rock,Pick,,824
538,Show Name,1065,Specialty,Star,,825
539,Radio Free Albany,1066,Specialty,Star,"Join your host, MC H-Ren and cohost, DJ Johnny Bravo in our show named Radio Free Albany. Each week form 12-2 AM, DJ JB is behind the set up and then it switches over to myself. Prepare to jam out.",826
540,Something Special,1067,World,Globe,,827
541,The Rush Hours,1068,Rock,Pick,"The happiest, least edgy, not remotely politically charged radio broadcast to accompany your Wednesday commute.",828
542,Disintegration,1069,Rock,Pick,Everything you'd want in an edgy college radio show along with uncomfortable pauses during event announcements.,829
543,Wacky Wednesday,1070,Rock,Pick,"I rotate each week between alternative rock & hip-hop. Holding true to what Forest, Gump once said ""My momma always said, ""Life was like a box of chocolates. You never know what you're gonna get.""",830
544,Show Name,1071,Hip-Hop/R&B,Microphone,,831
545,Show Name,1057,Specialty,Star,,832
546,Women in music,991,Specialty,Star,,833
547,The Chiller's Shack,1073,Rock,Pick,,834
548,Hypnagogia,1072,Specialty,Star,"""The hypnagogic state is that heady lull between wakefulness and sleep when thoughts and images flutter, melt, and transform into wild things."" - Cate McQuaid, Boston Globe",835
549,MK Ultra,1074,Specialty,Star,"i'm not really sure what ""music"" is",836
550,Show Name,1076,Rock,Pick,,837
551,Show Name,1077,Rock,Pick,,838
552,Show Name,1078,Rock,Pick,,839
553,I'm Not at the Beach This is a Bathtub,1084,Specialty,Star,There's no shark in the bathtub,840
554,Show Name,1088,Specialty,Star,,841
555,Show Name,1093,Rock,Pick,,842
556,Show Name,1085,Rock,Pick,,843
557,Show Name,1087,Rock,Pick,,844
558,Coast to Coast,1092,Rock,Pick,"A chill mix of Indie, Shoegaze,",845
559,Show Name,1095,World,Globe,,846
560,"Beats, Rhymes, Life",1082,Hip-Hop/R&B,Microphone,,847
561,Vanessa's Show,1090,Rock,Pick,,848
562,Show Name,1094,Sports,Trophy,,849
563,Show Name,1097,Rock,Pick,,850
564,The Bats Come Out at Night,1105,Electronic,Sliders,INDUSTRIAL AND HARD DANCE EVERY OTHER WEEK,851
565,Surfin and chillin,1101,Rock,Pick,Surf rock chillin,852
566,Murph and Rhoto talk about stuff,1102,Rock,Pick,,853
567,The Spice Rack,1100,Rock,Pick,,854
568,Hoodie Mellow SZN,1107,Hip-Hop/R&B,Microphone,,855
569,DJ Shmit's Magical Music Tool Box,1106,Specialty,Star,,856
570,Electronic,1108,Electronic,Sliders,,857
571,EDM Time,1083,Electronic,Sliders,,858
572,Pied Piper,1109,Rock,Pick,,859
573,Show Name,1091,Specialty,Star,,860
574,Crackhead Hours,1110,Hip-Hop/R&B,Microphone,Here to send nonstop heat through your airwaves,861
575,Show Name,1111,Rock,Pick,,862
576,Everything But the Little Fishies,1112,Rock,Pick,,863
577,tune in or DIE,1113,Specialty,Star,You're very relaxed... you notice a beguiling fragrance... and hear a canorous melody...,864
578,,1098,Hip-Hop/R&B,Microphone,,865
579,Good Morning!,1115,Rock,Pick,,866
580,Rotation Show,1096,Specialty,Star,DJs talk about new releases and suggest new rotation.,867
581,Show Name,1114,Specialty,Star,,868
582,Tuesday Takeover,1116,Hip-Hop/R&B,Microphone,,869
583,the vibez r immaculate,1117,Rock,Pick,you like synths and/or jangly guitars....boy i got the show 4 u!!,870
584,Show Name,1118,Hip-Hop/R&B,Microphone,,871
585,Encore of The Saturday Morning Edition of Jazz,387,Jazz,Note,,872
586,My Little Segment,1124,Rock,Pick,"It's Friday Night Man, You Made It!",873
587,The Voices of Hip-Hop,1125,Hip-Hop/R&B,Microphone,,874
588,Max's Kansas City,1126,Rock,Pick,,875
589,The Compensation,1128,Rock,Pick,,876
590,The Moshpit,1130,Metal,Bolt,The latest in heavy metal music and news - every Thursday 12pm - 2pm,877
591,DJ Courtney Griffin's show,1129,Hip-Hop/R&B,Microphone,,878
592,Show Name,1132,Specialty,Star,,879
593,Slam City,1134,Electronic,Sliders,Electronic freak music for the discerning cyber pimp,880
594,DJ Jay Jay's show,1142,Rock,Pick,,881
595,Saloon Show,1150,Specialty,Star,,882
596,The Menagerie,1149,Specialty,Star,"Some jazz, some indie, some crazy.",883
597,KrizmKrazy,1144,Hip-Hop/R&B,Microphone,,884
598,THE ALIEN ABDUCTION,1137,Electronic,Sliders,,885
599,The Time Strike,1136,Specialty,Star,,886
600,Horas De AMOR,1156,Rock,Pick,,887
601,Live From the Basement,1151,Hip-Hop/R&B,Microphone,,888
602,Show Name,1159,Rock,Pick,,889
603,B1END with DJ Katastrophy!,1161,Specialty,Star,I'm bringing you the hottest stuff that's been on my rotation that I just have to share with you amazing people.,890
604,Rollercoaster of feelings...,1162,Specialty,Star,just a ride of up or down or however I'm feeling at the moment. playing things that spark something in my soul.,891
605,Waves Mistaken for Signals,1163,Rock,Pick,FINAL SHOW ON 5/6/26!!!,892
606,Midnight Club Session,1151,Electronic,Sliders,"Hip-Hop DJ, Kastro bringing you the 1s and 2s as a house DJ.",893
607,the pop hour,1141,Electronic,Sliders,,894
608,War Machine Live,1168,Electronic,Sliders,Serving the Capital Region with the best in experimental electronic music!,895
609,The Moon Landing,1167,Rock,Pick,Uhh Houston...,896
610,2 Schooled 4 Cool,1166,Hip-Hop/R&B,Microphone,,897
611,Show Name,1158,Specialty,Star,,898
612,Show Name,1155,Specialty,Star,,899
613,News at 1800 with Christian Hince & Shawn Ness,1154,News,Newspaper,,900
614,Happy Hour,1164,Specialty,Star,themed shows curated by yours truly!!,901
615,Show Name,1169,Hip-Hop/R&B,Microphone,,902
616,The Kvoxcast,1171,Rock,Pick,"Blow off some mid-weekend steam with DJ K-Vox's curated playlist of local and international punk, hardcore, metal, and assorted other cool music if he decides it fits!",903
617,Show Name,1166,Hip-Hop/R&B,Microphone,,904
618,The Jim M Radio Show,1172,Sports,Trophy,"My show is mostly about sports on a national level. I'll also talk about local sports as needed. In addition, I will cover local and national current events, pop culture, music. Sometimes the show is about myself and what I'm dealing with. At the end of the hour, I'll play a song or two.",905
619,The Radioshow Beyond Time and Space or RoBoTS,1173,Specialty,Star,,906
620,Show Name,1165,Specialty,Star,,907
621,The Hazy Hour,1152,Rock,Pick,pop punk/indie pop,908
622,phillikesfights Radio Hour,1170,Sports,Trophy,"Every Tuesday I break down the latest in MMA, Boxing, and Combat Sports.",909
623,DJ LeeJay's Birdhouse,1174,Jazz,Note,An hour of cool music that I kinda like,910
624,,1175,Electronic,Sliders,,911
625,Show Name,1177,Metal,Bolt,,912
626,Training Show,1179,Specialty,Star,"Every Thursday from 6pm to 8pm, WCDB hosts a training show for DJ trainees.",913
627,Necropolis,1178,Metal,Bolt,"The altar for all things extreme. Featuring the best in both extreme and old school metal, as well as occasional screamo and hardcore.",914
628,Show Name,1141,Specialty,Star,,915
629,Show Name,1183,Hip-Hop/R&B,Microphone,,916
630,Show Name,1182,World,Globe,,917
631,Show Name,1185,Rock,Pick,,918
632,Happy Hour,1181,Rock,Pick,,919
633,Family Dinner,1184,Rock,Pick,,920
634,Kat's Korner,1186,Metal,Bolt,How do you like me meow?,921
635,The Backwoods,1187,Rock,Pick,"Emo, Post Rock, Math Rock, and more. Tune in every Wednesday from 4-6pm for the capital districts home for Emo Music!",922
636,Show Name,1188,Electronic,Sliders,,923
637,Terra Costa with Fern,1180,World,Globe,,925
638,The Late night drive,1189,Hip-Hop/R&B,Microphone,,926
639,In-Studio Slot,1163,Specialty,Star,Live from WCDB!,927
640,The Dumpster Dive,1192,Metal,Bolt,One man's trash is another man's treasure- Join this opossum on a dive into his favorite garbage music.,928
641,The Animal Sanctuary,1192,Specialty,Star,WCDB's animal-themed DJs come together to chat about pretty much anything and everything!,929
642,Aerodynamics 101,1194,Rock,Pick,study up,930
643,smoke signals,1193,Rock,Pick,this is smoke signals,931
644,Variety Hour!,1195,Specialty,Star,"Something new every week, check in to hear some brand new sounds!",932
645,Whiplash ON HOLD,1178,Specialty,Star,"Music I wouldn't play on a metal/hxc show. Probably either weird experimental music, or depressing indie rock. Non-metal for metal fans.",933
646,The Pharmacy,1198,Hip-Hop/R&B,Microphone,,934
647,The Alleyway,1202,Rock,Pick,,935
648,Show Name,1207,Specialty,Star,,936
649,SOME SAVVY FILES,1197,Specialty,Star,My vibes and feelings for the week <33,937
650,,1199,Rock,Pick,,938
651,The Wired,1206,Electronic,Sliders,"Underground electronic music and experimental vibes. Lots of house, drum & bass, techno, and glitch.",939
652,shades of bloo,1208,Hip-Hop/R&B,Microphone,exploring the joy of music,940
653,Late Night Matinee,1210,Metal,Bolt,"DJ Dirty-Water Hotdog plays loud music with distortion and curse words, with a focus on local loud music with distortion and curse words.",941
654,The Observable Universe,1212,Metal,Bolt,The voices told me too.,942
655,Rap and Rapture,1213,Hip-Hop/R&B,Microphone,,943
656,The Jim M Radio Show (Replay from Monday),1172,Sports,Trophy,"My show is mostly about sports on a national level. I'll also talk about local sports as needed. In addition, I will cover local and national current events, pop culture, music. Sometimes the show is about myself and what I'm dealing with. At the end of the hour, I'll play a song or two.",944
657,Don's Rock Rewind,1209,Rock,Pick,,945
658,Underground Paradise,1214,Electronic,Sliders,Welcome to the Club! Put the volume up on your speakers/headsets. It's about to get crazy with head bangin',946
659,The Living Room,1215,Rock,Pick,certified bangers from start to finish,947
660,The Terrarium,1216,Rock,Pick,music to stare out the window to,948
661,The Raemix,1217,Rock,Pick,Whatever I want to play :3,949
662,Astral Projection Test #42,1218,Specialty,Star,,950
663,HTC's Rhythm Report,1219,Hip-Hop/R&B,Microphone,All types of Rap/Hip-Hop/R&B in my Rhythm Report,951
664,The Hour Glass,1221,Hip-Hop/R&B,Microphone,,952
665,,1222,Hip-Hop/R&B,Microphone,,953
666,The Lizard Pit,1223,Metal,Bolt,,954
667,Spunk and Gunk at the movies,1194,Specialty,Star,SPUNKING AND GUNKING (at the cinema) (with DJ Aero and DJ Kenski),955
668,Silent Hill,1224,Metal,Bolt,"In my restless dreams, I see that town... Silent Hill",956
669,untitled,1225,Rock,Pick,,957
670,DJ Dilly's Super Silly Song Emporium,1226,Rock,Pick,"Mostly Indie Rock or Pop, I can't tell the difference. Hopefully, you'll hear someone new, but if not I'm sure you like them anyway :)",958
671,batcave,1228,Rock,Pick,"gothic rock, post-punk, and dark wave",959
672,at the drive in,1227,Metal,Bolt,major tunage,960
673,untitled,1229,Rock,Pick,,961
674,the sunspot,1231,Hip-Hop/R&B,Microphone,,962
675,Space Channel 5,1230,Electronic,Sliders,"My own mix of IDM, DNB, and ambient, an attempt to hit a similar pocket to Aphex Twin's usual sounds, something I'm personally a big fan of.",963
676,Curated by HTC,1219,Specialty,Star,Curated playlists made specifically for a very special guest every week by Dj HTC,964
677,The Cut Up,1232,Rock,Pick,Themed shows based on whatever I feel like that week!,965
678,The Social Workers,930,Specialty,Star,,966
679,Creature Features,1233,Metal,Bolt,My collection and horde presented for the masses,967
680,The Rubber Room,1234,Jazz,Note,Playing Jazz from around the world with the occasional alt rock,968
681,"Hello, World!",1235,Electronic,Sliders,you don't wanna know...,969
682,Show Name,1236,Specialty,Star,,970
683,In Studios,1237,Specialty,Star,Slot time reserved for bands or performers to do sets in studio or broadcast interviews.,971
684,The Third Impact,1224,Specialty,Star,Music so good it makes you want to end the world and merge humanity into one consciousness,972
685,The Pity Party,1238,Rock,Pick,I play good music,973
686,Lunchbreak Lounge,1239,Electronic,Sliders,,974
687,Voices of the Campfire,1241,Metal,Bolt,"Off the side of the screams of the trials and terror of the void, a small campfire sits. Other people like you are here, scared and confused but no longer alone. Come, sit awhile, and hear their stories.",975
688,2 Minutes to Midnight,1240,Metal,Bolt,"Thrash metal, Death metal, punk rock!!!!",976
689,synesthesia,1242,Electronic,Sliders,,977
690,Afternoon Chill,1243,Rock,Pick,"Modern psychedelic rock and psyche pop, garage, post punk and indietronica.",978
691,The Open Chart,1245,Jazz,Note,Because jazz was never meant to stay on the page.,979
692,The Tullegram,1247,Specialty,Star,,980 992
693,Show Name,1244,Specialty,Star,,981
694,Show Name,1250,Specialty,Star,,982
695,lani's house,1251,Electronic,Sliders,,983
696,The Boogie Down,1249,Specialty,Star,It's always springtime when you boogie with the China Cat,984
697,Revolution 909,1252,Rock,Pick,Various tunes and jingles with DJ Kenski,985
698,Go Phish (is this corny?),1254,Specialty,Star,,986
699,Gold Soundz,1253,Rock,Pick,All the best left of the dial for the last 50 years,987
700,Show Name,1255,Specialty,Star,,988
701,The Still Life,1256,Rock,Pick,Chill vibes like a still-life painting,989
702,OTOTAKU,1257,World,Globe,"Music from all across Japan, with a new theme every week!",990
703,Hymns from the Void,1241,Metal,Bolt,"Darkness. Devoid. Empty. Souls cast away, drained of all the made them whole, to a infinate blackness, never to return. Bear witness to the wretched horde of unholy souls. Hear their cries.",991
704,DEWELT'S HOUR,1160,Rock,Pick,,993
